NORMALIZED_COLUMN_HEADER	DISPLAY_NAME	DESCRIPTIONS	DATATYPE	PRIORITY	ATTRIBUTE_TYPE
DRFS_MONTHS	Distant Recurrence-Free Survival (DRFS Months)	Distant Recurrence-Free Survival (DRFS Months)	STRING	1	PATIENT
DRFS_STATUS	Distant Recurrence-Free Survival Status	Distant Recurrence-Free Survival Status	STRING	1	PATIENT
DRINKER	Drinker	Drinker.	STRING	1	PATIENT
DRIVER_MUTATIONS	Driver Mutations	Driver Mutations	STRING	1	SAMPLE
DRIVER_MUTATIONS_DETAILED	Detailed Driver Mutations	Detailed Driver Mutations	STRING	1	SAMPLE
DSS_MONTHS	Months of disease-specific survival	The time period (months) usually begins at the time of diagnosis or at the start of treatment and ends at the time of death.	NUMBER	1	PATIENT
DSS_STATUS	Disease-specific Survival status	The time period usually begins at the time of diagnosis or at the start of treatment and ends at the time of death.	STRING	1	PATIENT
DUPLICATION_NUM	Duplication Number	Duplication Number	NUMBER	1	SAMPLE
DURABLE_CLINICAL_BENEFIT	Durable Clinical Benefit	Durable Clinical Benefit	STRING	1	PATIENT
DURATION	Duration	Duration	NUMBER	1	PATIENT
DURATION_OF_ADJUVANT_NEOADJUVANT_TX	Duration of Adjuvant/Neoadjuvant Treatment	Duration of Adjuvant/Neoadjuvant Treatment	STRING	1	PATIENT
DURATION_OF_IBD_AT_DIAGNOSIS	Duration of IBD at Diagnosis	Duration of IBD at Diagnosis	STRING	1	PATIENT
DURATION_OF_THERAPY_DAYS	duration of therapy days	duration of therapy days	STRING	1	PATIENT
DURATION_OF_THERAPY_WEEKS	duration of therapy weeks	duration of therapy weeks	STRING	1	PATIENT
DURLASTFU	Durlastfu	Durlastfu	NUMBER	1	PATIENT
DX_BIOPSY_LOCATION	MedR Diagnositc Biopsy Location	Location of first biopsy that showed presence of angiosarcoma	STRING	1	PATIENT
DX_CEP17_COPY	MedR Diagnostic CEP17 Copy	Copy number of CEP17 in diagnostic sample. This is the number of copies of the CEP17 gene seen in the sample, which is used to calculate the HER2/CEP17 ratio. Having multiple copies of a gene means that the tumor's DNA has many consecutive repetitions of the region that codes for a given gene. Having multiple extra copies of a gene is also described as an amplification, while losing copies of a gene is described as a deletion.	STRING	1	PATIENT
DX_ER	MedR Diagnostic ER Status	Estrogen Receptor (ER) status of diagnostic sample	STRING	1	PATIENT
DX_GRADE	MedR Diagnostic Grade	Grade of diagnostic sample	STRING	1	PATIENT
DX_HER2FISH	MedR Diagnostic HER2 FISH	HER2 Flourescence In Situ Hyrbridization (FISH) results in diagnostic sample. This is most commonly performed on tumor samples with a HER2 Immunohistochemistry (IHC) score of 2+, or equivocal. This is an additional test that aims to measure whether or not the HER2 gene is overexpressed in a tumor sample.	STRING	1	PATIENT
DX_HER2IHC	MedR Diagnostic HER2 IHC	HER2 Immunohistochemistry (IHC) results of diagnostic sample. This test involves staining tissue samples and looking at them under a microscope to determine if the HER2 protein is overexpressed in the sample. Results can be reported as 0+, 1+, 2+, or 3+. 0+ and 1+ indicate a HER2 negative tumor, 2+ is considered equivocal and may require further testing, and 3+ indicates a HER2 Positive tumor.	STRING	1	PATIENT
DX_HER2OVERALL	MedR Diagnostic HER2 Status	HER2 status of diagnostic sample	STRING	1	PATIENT
DX_HER2_COPY	MedR Diagnostic HER2 Copy	Copy number of HER2 in diagnostic sample. This is the number of copies of the HER2 gene seen in the sample, which is used to calculate the HER2/CEP17 ratio. Having multiple copies of a gene means that the tumor's DNA has many consecutive repetitions of the region that codes for a given gene. Having multiple extra copies of a gene is also described as an amplification, while losing copies of a gene is described as a deletion.	STRING	1	PATIENT
DX_HER2_RATIO	MedR Diagnostic HER2 Ratio	Ratio of HER2/CEP17 in diagnostic sample. This is one component of the Flourescence In Situ Hybridization (FISH) test. This ratio is used to determine if the HER2 gene is overexpressed, relative to the CEP17 protein, which acts as a baseline measurement. HER2/CEP17 ratios >2.2 indicate a HER2 Positive tumor.	STRING	1	PATIENT
DX_HISTOLOGY	MedR Diagnostic Histology	Histology of diagnostic sample	STRING	1	PATIENT
DX_LOCATION	MedR Diagnosis Location	Location in the body of initial breast cancer diagnosis	STRING	1	PATIENT
DX_PERCENT_ER	MedR Diagnostic ER %	Percentage of Estrogen Receptor (ER) reported in diagnostic sample. A value of >= 1% indicates an ER Positive tumor .	STRING	1	PATIENT
DX_PERCENT_PR	MedR Diagnostic PR %	Progesterone Receptor (PR) percentage reported in diagnostic sample. A value of >=1% indicates a PR Positive tumor.	STRING	1	PATIENT
DX_PR	MedR Diagnostic PR Status	Progesterone Receptor (PR) status of diagnostic sample	STRING	1	PATIENT
DX_SIDEDNESS	MedR Diagnosis Laterality	Left or right sidedness of diagnostic sample	STRING	1	PATIENT
DX_STAGE	MedR Stage at Diagnosis	American Joint Committee on Cancer (AJCC) Summary Stage at Diagnosis. Using the AJCC method, a breast cancer is characterized by the size of the tumor (T), the number of lymph nodes it has spread to (N), and whether or not it has metastatsized (M). Together, the T, N, and M values are used to determine the Summary stage, e.g. Stage I, Stage II, Stage III, Stage IV	STRING	1	PATIENT
DX_TO_IMPACT_EXTENT_MONTHS	Time from Diagnosis to IMPACT in months	Time from Diagnosis to IMPACT in months	NUMBER	1	PATIENT
DX_TYPE	MedR Diagnostic Procedure	Type of procedure used to obtain diagnostic sample	STRING	1	PATIENT
DYSPLASIA	Dysplasia	Dysplasia.	STRING	1	SAMPLE
E2A_STATUS	E2A Status	E2A status.	STRING	1	SAMPLE
EASTERN_CANCER_ONCOLOGY_GROUP	Eastern Cancer Onocology Group	Eastern Cancer Oncology Group.	STRING	1	PATIENT
EBV_POSITIVE	EBV Positive	EBV Positive	NUMBER	1	PATIENT
EBV_POSITIVE_MALIGNANT_CELLS_PERCENT	EBV Positive Malignant Cells Percent	EBV Positive Malignant Cells Percent	NUMBER	1	SAMPLE
EBV_PRESENT	EBV Present	EBV present.	STRING	1	PATIENT
EBV_STATUS	EBV Status	Epstein-Barr Virus (EBV) Status	STRING	1	PATIENT
EBV_STATUS_MALIGNANT_CELLS_METHOD	EBV Status Malignant Cells Method	EBV Status Malignant Cells Method	STRING	1	PATIENT
EBV_TESTED	EBV Tested	EBV Tested	STRING	1	PATIENT
EC	EC	EC	STRING	1	PATIENT
ECE	ECE	ECE	STRING	1	SAMPLE
ECE_BINARY	ECE Binary	ECE Binary	STRING	1	SAMPLE
ECOG_AT_STAGE_4_DX	ECOG At Stage IV Diagnosis	ECOG Score Recorded at Stage IV Diagnosis	NUMBER	1	PATIENT
ECOG_SCORE	Performance Status	The functional level of the patient based on the Zubrod performance scale.	NUMBER	1	PATIENT
ECOG_STATUS	ECOG status	ECOG status	STRING	1	PATIENT
ECSMG	EC-SMG	EC-SMG	STRING	1	PATIENT
ECZEMA_HISTORY	Eczema History	History of eczema.	STRING	1	PATIENT
EDMONDSON_GRADE	Edmondson tumor grading	Edmondson tumor grading	STRING	1	SAMPLE
EFSCENS	EFS-CENS	EFS-CENS.	STRING	1	PATIENT
EFS_EVENT_TYPE_ID	EFS Event Type ID	EFS event type id.	STRING	1	PATIENT
EFS_MONTHS	Event Free Survival (Months)	In cancer, the length of time after primary treatment for a cancer ends that the patient remains free of certain complications or events that the treatment was intended to prevent or delay. These events may include the return of the cancer or the onset of certain symptoms, such as bone pain from cancer that has spread to the bone.	NUMBER	1	PATIENT
EFS_STATUS	Event Free Status	Event Free Status	STRING	1	PATIENT
EFS_TIME	EFS Time	EFS time.	STRING	1	PATIENT
EF_DAYS_DISEASE	Event Free Days (Aggressive disease)	Event Free Days (Aggressive disease)	NUMBER	1	PATIENT
EF_DAYS_METASTASIS	Event Free Days (Distant Metastasis)	Event Free Days (Distant Metastasis)	NUMBER	1	PATIENT
EGD	Esophagogastroduodenoscopy	Esophagogastroduodenoscopy	STRING	1	PATIENT
EGF1	Egf1	Egf1	NUMBER	1	PATIENT
EGF2	Egf2	Egf2	NUMBER	1	PATIENT
EGLN1_GERMLINE	EGLN1 Germline Mutation	EGLN1 Germline Mutation	STRING	1	SAMPLE
ELN_GENETIC_RISK	ELN Genetic Risk	ELN Genetic Risk	STRING	1	PATIENT
EMBOLIZATION	Embolization	Embolization	STRING	1	SAMPLE
EMT_SCORE	EMT Score	EMT Score	NUMBER	1	SAMPLE
ENCAPSULATION	ENCAPSULATION	ENCAPSULATION	STRING	1	SAMPLE
ENETS_STAGING	ENETS Staging	ENETS Staging	STRING	1	SAMPLE
ENETS_T_STAGING	ENETS T-Staging	ENETS T-Staging	STRING	1	SAMPLE
ENROLLMENT_ON_CLINICAL_TRIAL_BASED_ON_IMPACT	Enrollment on clinical trial based on IMPACT	Enrollment on clinical trial based on IMPACT	STRING	1	PATIENT
EOSINOPHILS	Eosinophils	Eosinophils	NUMBER	1	SAMPLE
EPAS1_SOMATIC	EPAS1 Somatic Mutation	EPAS1 Somatic Mutation	STRING	1	SAMPLE
EPIGENETIC	Epigenetic	Epigenetic	STRING	1	PATIENT
EPINEPHRINE	Epinephrine Secreting	Epinephrine Secreting	STRING	1	SAMPLE
EPITHELIAL	Epithelial	Epithelial.	STRING	1	SAMPLE
EPITHELIOID_PERCENT_OF_TUMOR	Epithelioid Percent of Tumor	Epithelioid Percent of Tumor	NUMBER	1	SAMPLE
ERBB_PATHWAY_MUTATION	ErbB Pathway Mutation	ErbB Pathway Mutation	STRING	1	SAMPLE
ERG_EXPRESSION	ERG Expression	ERG Expression	NUMBER	1	SAMPLE
ERG_FISH_RESULT	ERG FISH Result	ERG Fish result.	STRING	1	SAMPLE
ERG_FUSION_ACGH	ERG Fusion ACGH	ERG fusion acgh.	STRING	1	SAMPLE
ERG_FUSION_GEX	ERG Fusion GEX	ERG fusion gex.	STRING	1	SAMPLE
ERG_FUSION_RNASEQ	ERG FUSION RNASEQ	ERG FUSION RNASEQ	STRING	1	SAMPLE
ERG_FUSION_STATUS	ERG Fusion Status	ERG fusion status.	STRING	1	SAMPLE
ERG_IHC	ERG IHC	ERG IHC	STRING	1	SAMPLE
ERG_NANOSTRING	ERG NANOSTRING	ERG NANOSTRING	STRING	1	SAMPLE
ERG_STATUS	Erg status	Erg status	STRING	1	PATIENT
ERK_SCORE	ERK Score	ERK Score	NUMBER	1	SAMPLE
ERROR_PERCENT	Error Percent	Error percent.	STRING	1	SAMPLE
ERYTHROCYTE_SEDIMENTATION_RATE	Erythrocyte sedimentation rate	Erythrocyte sedimentation rate result	STRING	1	PATIENT
ER_EXPR	ER status measured by expression	ER status measured by expression	STRING	1	PATIENT
ER_IHC	ER status measured by IHC	ER status measured by IHC	STRING	1	PATIENT
ER_POSITIVITY_METHOD	ER positivity method	ER detection method text	STRING	1	SAMPLE
ER_POSITIVITY_SCALE_OTHER	ER positivity scale other	Positive finding estrogen receptor other measurement scale text	STRING	1	SAMPLE
ER_POSITIVITY_SCALE_USED	ER positivity scale used	Breast carcinoma immunohistochemistry er pos finding scale	STRING	1	SAMPLE
ER_PR_STATUS	ER_PR	ER_PR	STRING	1	SAMPLE
ER_STATUS	ER Status	ER Status	STRING	1	SAMPLE
ER_STATUS_BY_IHC	ER Status By IHC	breast carcinoma progesterone receptor status	STRING	1	SAMPLE
ER_STATUS_IHC_PERCENT_POSITIVE	ER Status IHC Percent Positive	progesterone receptor level cell percent category	STRING	1	SAMPLE
ER_STATUS_METASTASIS	ER Metastatic Status	ER Metastatic Status	STRING	1	PATIENT
ER_STATUS_PRIMARY	ER Primary Status	ER Primary Status	STRING	1	PATIENT
ESOPHAGEAL_TUMOR_LOCATION_CENTERED	Esophageal tumor cental location	Esophageal tumor cental location	STRING	1	SAMPLE
ESOPHAGEAL_TUMOR_LOCATION_EPC	Esophageal tumor location epc	Esophageal tumor location epc	STRING	1	SAMPLE
ESOPHAGEAL_TUMOR_LOCATION_INVOLVED	Esophageal tumor involvement site	Esophageal tumor involvement site	STRING	1	SAMPLE
ESOPH_COLUMNAR_METAPLASIA_INDICATOR	Columnar metaplasia present	Columnar metaplasia present	STRING	1	SAMPLE
ESOPH_NON_CA_DEGREE_OF_DYSPLASIA	Columnar mucosa dysplasia	Columnar mucosa dysplasia	STRING	1	SAMPLE
ESTIMATED_LEUKOCYTE_PERCENTAGE	Estimated Leukocyte Percentage	Estimated leukocyte percentage.	NUMBER	1	SAMPLE
ESTIMATE_COMBINED_SCORE	ESTIMATE combined score	ESTIMATE Score by ESTIMATE	NUMBER	1	SAMPLE
ESTIMATE_IMMUNE_SCORE	ESTIMATE immune score	Immune Score by ESTIMATE	NUMBER	1	SAMPLE
ESTIMATE_SCORE	ESTIMATE Score	ESTIMATE Score by ESTIMATE	NUMBER	1	SAMPLE
ESTIMATE_STROMAL_SCORE	ESTIMATE stromal score	Stromal Score by ESTIMATE	NUMBER	1	SAMPLE
EST_TUMOR_CELLULARITY	Estimated Tumor Cellularity	Estimated tumor cellularity.	STRING	1	SAMPLE
ETE	ETE	ETE	STRING	1	PATIENT
ETE_STATUS	ETE Status	Yes or No inidcator for extrathyroid extension	STRING	1	PATIENT
ETHNICITY	Ethnicity Category	The text for reporting information about ethnicity.	STRING	1	PATIENT
ETHNICITY_NAACCR	Ethnicity Category (NAACCR)	Indication of Spanish/Hispanic origin of the patient; this data element maps to the NAACCR v16 #190. For institutions not collecting Spanish/Hispanic origin, submit a null in this category for all patients.	STRING	1	PATIENT
ETIOLOGY	Etiology	Etiology	STRING	1	PATIENT
ETOH	EtOH	EtOH	STRING	1	PATIENT
ETS	ETS	ETS	STRING	1	SAMPLE
ETS_FUSION_SEQ	ETS Fusion SEQ	ETS fusion seq	STRING	1	SAMPLE
ETS_RAF_SPINK1_STATUS	ETS RAF-SPINK1 Status	ETS RAF-SPINK1 status.	STRING	1	SAMPLE
ETV1_EXPRESSION	ETV1 Expression	ETV1 Expression	NUMBER	1	SAMPLE
ETV1_FUSION	ETV1 Fusion	ETV1 Fusion	STRING	1	SAMPLE
ETV1_STATUS	ETV1 Status	ETV1 Status	STRING	1	SAMPLE
ETV4_EXPRESSION	ETV4 Expression	ETV4 Expression	NUMBER	1	SAMPLE
ETV4_FUSION	ETV4 Fusion	ETV4 Fusion	STRING	1	SAMPLE
ETV4_STATUS	ETV4 Status	ETV4 Status	STRING	1	SAMPLE
ETV6_RUNX1_FUSION_STATUS	ETV6-RUNX1 Fusion Status	ETV6-RUNX1 Fusion Status	STRING	1	SAMPLE
EVENT_DETAILS	Event Details	Event Details	STRING	1	PATIENT
EVENT_STATUS_FOR_DFS	Event Status For Disease Free Survival	Event Status For Disease Free Survival	STRING	1	PATIENT
EVENT_TYPE	Event Type	Event Type	STRING	1	PATIENT
EVENT_TYPE_DETAILED	Event Type Detailed	Detailed notes on event type	STRING	1	PATIENT
EVER_METS_SITES	MedR Ever Metastatic Sites	All locations in the body where breast cancer spread at any point in the patient's treatment	STRING	1	PATIENT
EVIDENCE_FOR_LOSS_OF_HER2	Evidence for Loss of HER2	Evidence for Loss of HER2	STRING	1	SAMPLE
EXCESSIVE_FRAME_SHIFT_DELETIONS	EXCESSIVE FRAME-SHIFT DELETIONS	EXCESSIVE FRAME-SHIFT DELETIONS	STRING	1	SAMPLE
EXOME	Exome	Exome	STRING	1	SAMPLE
EXOME_CAPTURE	Exome Capture	Exome Capture	STRING	1	SAMPLE
EXOME_SAMPLE_ID	EXOME Sample ID	EXOME Sample ID	STRING	1	SAMPLE
EXOME_SEQ	Exome seq	Exome seq	STRING	1	PATIENT
EXOME_SEQUENCED_IN_BARBIERI_ET_AL_2012	Exome Sequenced in Barbieri et al.	Exome sequenced in Barbieri et al.	STRING	1	SAMPLE
EXON_IMBALANCE_SCORE	Exon Imbalance Score	Exon Imbalance Score	NUMBER	1	SAMPLE
EXP	EXP	EXP	STRING	1	SAMPLE
EXPOSURE	Exposure	Exposure	STRING	1	SAMPLE
EXPRESSION_SUBTYPE	Gene Expression Subtype	Gene Expression Subtype	STRING	1	SAMPLE
EXP_SAMPLE_ID	EXP Sample ID	EXP Sample ID	STRING	1	SAMPLE
EXTENSION	Extension	Extension	STRING	1	SAMPLE
EXTENSIVE_LOCAL_INVASION	Extensive Local Invasion	Extensive Local Invasion	STRING	1	PATIENT
EXTENT_OF_METS	Extent of Mets	Extent of Mets	STRING	1	SAMPLE
EXTRACAPSULAR_EXTENSION	Extracapsular Extension	The yes/no/unknown indicator that asks whether or not there is extracapsular extension.	STRING	1	SAMPLE
EXTRACAPSULAR_EXTENSION_PRESENT	Extracapsular Extension present	Text term to describe the extent of extracapsular extension present in a case of bladder carcinoma.	STRING	1	SAMPLE
EXTRACAPSULAR_SPREAD	extracapsular spread	extracapsular spread (ECS), can be yes or no	STRING	1	SAMPLE
EXTRACAPSULAR_SPREAD_PATHOLOGIC	Extracapsular spread pathologic	Presence of pathological nodal extracapsular spread	STRING	1	PATIENT
EXTRAHEPATIC_DISEASE	Extrahepatic Disease	Extrahepatic Disease	STRING	1	PATIENT
EXTRAHEPATIC_DISEASE_PRE_PUMP	Extrahepatic Disease Pre-Pump	Yes or No indicator for extrahep disease pre pump usage	STRING	1	PATIENT
EXTRAHEPATIC_DISEASE_SITE	Extrahepatic Disease Site	Extrahepatic Disease Site	STRING	1	PATIENT
EXTRANOCULAR_NODULE_SIZE	Extranocular Nodule Size	Extranocular Nodule Size	STRING	1	SAMPLE
EXTRANODAL_INVOLVEMENT	Lymphomatous Extranodal Site Involvement Indicator	Indicator that identifies whether a patient with malignant lymphoma has lymphomatous involvement of an extranodal site.	STRING	1	PATIENT
EXTRANODAL_INVOLVEMENT_SITE	Extranodal disease involvement site	Extranodal disease involvement site	STRING	1	SAMPLE
EXTRANODAL_INVOLVMENT_OTHER	Extranodal disease involvement site	Extranodal disease involvement site	STRING	1	SAMPLE
EXTRANODAL_LYMPHOMATOUS_INVOLVEMENT	Extranodal involvement	Extranodal involvement	STRING	1	SAMPLE
EXTRAPROSTATIC_EXTENSION	Extraprostatic Extension	Extraprostatic extension	STRING	1	PATIENT
EXTRASCLERAL_EXTENSION	Extrascleral Extension	Extrascleral Extension	STRING	1	SAMPLE
EXTRATHYROIDAL_EXTENSION	Extrathyroidal Extension	Extrathyroidal Extension	STRING	1	SAMPLE
EXTRAVASCULAR_MATRIX_PATTERNS	Extravascular Matrix Patterns	Extravascular Matrix Patterns	STRING	1	SAMPLE
EXTRA_PANC_SPREAD	Extra-Panc Spread	Extra-Panc Spread	STRING	1	SAMPLE
EXT_SLIDES_DES	External Slides Submitted	Indicates if these external slides were submitted.	STRING	1	SAMPLE
EYE_COLOR	Eye Color	Eye Color	STRING	1	SAMPLE
E_CIMP	E-CIMP	E-CIMP	STRING	1	SAMPLE
FAB	FAB	FAB.	STRING	1	PATIENT
FACETS	FACETS	FACETS	STRING	1	SAMPLE
FACETS_PLOIDY	Ploidy (Facets)	Ploidy (Facets)	NUMBER	1	SAMPLE
FACETS_PURITY	Facets Purity	Facets Purity	NUMBER	1	SAMPLE
FAM175A_CNA	FAM175A CNA	FAM175A CNA	STRING	1	SAMPLE
FAMILIAL_SYNDROME	Familial Syndrome	Familial Syndrome	STRING	1	PATIENT
FAMILY_HISTORY	Family History	Family History	STRING	1	PATIENT
FAMILY_HISTORY_CANCER_NUMBER_RELATIVES	Cancer diagnosis first degree relative number	Cancer diagnosis first degree relative number	STRING	1	PATIENT
FAMILY_HISTORY_CANCER_RELATIONSHIP	Family History Cancer Relationship	Text indicator to represent a report or record of a cancer diagnosis in any relative with whom one half of an individual's genes is shared (i.e., parent, sibling, offspring).	STRING	1	PATIENT
FAMILY_HISTORY_CANCER_TYPE	Family History Cancer Type	Family history cancer type.	STRING	1	PATIENT
FAMILY_HISTORY_CANCER_TYPE_OTHER	Family History Cancer Type Other	Family History Cancer Type Other	STRING	1	PATIENT
FAMILY_HISTORY_ESOPH_GASTIC_CANCER	History of esophageal cancer	History of esophageal cancer	STRING	1	PATIENT
FAMILY_HISTORY_OF_CANCER	Family History of Cancer	Family history of cancer.	STRING	1	PATIENT
FAMILY_HISTORY_OF_PRIMARY_BRAIN_TUMOR	Family History of Primary Brain Tumor	Family history of primary brain tumor.	STRING	1	PATIENT
FAMILY_HISTORY_OF_RENAL_CELL_CARCINOMA	Family History of Renal cell carcinoma	Family History of Renal cell carcinoma	STRING	1	PATIENT
FAMILY_HISTORY_OF_STOMACH_CANCER	Family History of Stomach Cancer	Family history of stomach cancer.	STRING	1	PATIENT
FAMILY_HISTORY_OF_THYROID_CANCER	Family History of Thyroid Cancer	Family History of Thyroid Cancer	STRING	1	PATIENT
FAMILY_HISTORY_OTHER_CANCER	Family history other cancer	Family history other cancer	STRING	1	PATIENT
FAMILY_HISTORY_PRAD	Family History of Prostate Adenocarcinoma	Family History of Prostate Adenocarcinoma	STRING	1	PATIENT
FAMILY_HISTORY_TESTICULAR_CANCER	Family history testicular cancer	Family history testicular cancer	STRING	1	PATIENT
FAMILY_HISTORY_THYROID_CANCER	Family history thyroid cancer	First degree relative history thyroid gland carcinoma diagnosis relationship type	STRING	1	PATIENT
FANCC_CNA	FANCC CNA	FANCC CNA	STRING	1	SAMPLE
FANCC_MUT	FANCC Mutation	FANCC Mutation	NUMBER	1	SAMPLE
FANCD2_CNA	FANCD2 CNA	FANCD2 CNA	STRING	1	SAMPLE
FANCD2_MUT	FANCD2 Mutation	FANCD2 Mutation	NUMBER	1	SAMPLE
FBXW7_MUTATION_STATUS	FBXW7 Mutation Status	FBXW7 Mutation Status	STRING	1	SAMPLE
FEDPET_OR_CT_RESULTS	Fdg or ct pet performed outcome	Fdg or ct pet performed outcome	STRING	1	PATIENT
FEMALE_BREAST_FEEDING_OR_PREGNANCY_STATUS_INDICATOR	Female Breast Feeding or Pregnancy Status Indicator	Yes/No indicator to determine if female is breast feeding or pregnant.	STRING	1	PATIENT
FEV1_FVC_RATIO_POSTBRONCHOLIATOR	Fev1 fvc ratio postbroncholiator	Fev1 fvc ratio postbroncholiator	NUMBER	1	PATIENT
FEV1_FVC_RATIO_PREBRONCHOLIATOR	Fev1 fvc ratio prebroncholiator	Fev1 fvc ratio prebroncholiator	NUMBER	1	PATIENT
FEV1_PERCENT_REF_POSTBRONCHOLIATOR	Fev1 percent ref postbroncholiator	Fev1 percent ref postbroncholiator	NUMBER	1	PATIENT
FEV1_PERCENT_REF_PREBRONCHOLIATOR	Fev1 percent ref prebroncholiator	Fev1 percent ref prebroncholiator	NUMBER	1	PATIENT
FGA	FGA	FGA	NUMBER	1	SAMPLE
FGF1	Fgf1	Fgf1	NUMBER	1	PATIENT
FGF2	Fgf2	Fgf2	NUMBER	1	PATIENT
FGFR1_FISH	FGFR1 FISH	FGFR1 FISH	STRING	1	PATIENT
FGFR1_MUTATION	FGFR1 Mutation	FGFR1 Mutation	STRING	1	SAMPLE
FGFR1_SOMATIC	FGFR1 Somatic Mutation	FGFR1 Somatic Mutation	STRING	1	SAMPLE
FGFR2_MUTATION_STATUS	FGFR2 Mutation Status	FGFR2 Mutation Status	STRING	1	SAMPLE
FGFR_ABNORMALITY	FGFR Abnormality	FGFR Abnormality	STRING	1	SAMPLE
FIBER_PER_GM_IN_LUNG	Fiber/gm Lung	Fiber/gm Lung	NUMBER	1	SAMPLE
FIGURE_1A	Figure 1A	Figure 1A	STRING	1	SAMPLE
FIGURE_1B	Figure 1B	Figure 1B	STRING	1	SAMPLE
FIGURE_2	Figure 2	Figure 2	STRING	1	SAMPLE
FIGURE_3	Figure 3	Figure 3	STRING	1	SAMPLE
FIGURE_4A	Figure 4A	Figure 4A	STRING	1	SAMPLE
FIGURE_4B	Figure 4B	Figure 4B	STRING	1	SAMPLE
FINAL_GRADE	Final Grade	Final Grade	STRING	1	SAMPLE
FIRST_ADJUVANT_TX_TYPE	Type of First Systemic Therapy ADJ	Type of First Systemic Therapy ADJ	STRING	1	PATIENT
FIRST_CYCLE_XRT	First Cycle XRT	First Cycle XRT	STRING	1	PATIENT
FIRST_DIAGNOSIS_AGE_ASTH_ECZ	Age at First Diagnosis of ASTH-ECZ	Age at first diagnosis of ASTH-ECZ.	STRING	1	PATIENT
FIRST_DIAGNOSIS_AGE_OF_ANIMA	Age at First Diagnosis of Anima	Age at first diagnosis of Anima.	STRING	1	PATIENT
FIRST_DIAGNOSIS_AGE_OF_FOOD_ALLERGY	Age at First Diagnosis of Food Allergy	Age at first diagnosis of food allergy.	STRING	1	PATIENT
FIRST_DISTANT_RECURRENCE_SITE	Site of First Distant Recurrence	Site of First Distant Recurrence	STRING	1	PATIENT
FIRST_EVENT	First Event	First Event	STRING	1	PATIENT
FIRST_LINE_THERAPY	First Line Therapy	First Line Therapy	STRING	1	PATIENT
