NORMALIZED_COLUMN_HEADER	ATTRIBUTE_TYPE	DATATYPE	DESCRIPTIONS	DISPLAY_NAME	PRIORITY	CATEGORY	VOCABULARY	COLOR	FLAG
DISEASE_SPECIFIC_FU	PATIENT	NUMBER	Disease specific FU	Disease specific FU	1				
DISEASE_STAGE	SAMPLE	STRING	Disease Stage	Disease Stage	1				
DISEASE_STATE_TIME_OF_COLLECTION	PATIENT	STRING	Disease State at time of tissue collection	Disease State at time of tissue collection	1				
DISEASE_STATUS	PATIENT	STRING	Disease Status	Disease Status	1				
DISTANCE_FROM_ANAL_VERGE	PATIENT	STRING	Distance from Anal Verge	Distance from Anal Verge	1				
DISTANT_METASTASIS_PATHOLOGIC_SPREAD	SAMPLE	STRING	Distant metastasis pathologic spread.	Distant Metastasis Pathologic Spread	1				
DISTANT_METS	SAMPLE	STRING	Distant Metastasis	Distant Metastasis	1				
DISTANT_MET_CHEMO_IMMUNO	PATIENT	STRING	Distant Metastasis Chemo/Immuno	Distant Metastasis Chemo/Immuno	1				
DISTANT_RECURRENCE	PATIENT	STRING	Distant recurrence.	Distant Recurrence	1				
DISTANT_RECURRENCE_NUM	PATIENT	NUMBER	Number of Distant Recurrence	Number of Distant Recurrence	1				
DISTANT_RECURRENCE_SITE	PATIENT	STRING	Distant Recurrence Site	Distant Recurrence Site	1				
DISTANT_RFS_MONTHS	PATIENT	NUMBER	Distan RFS (Months)	Distan RFS (Months)	1				
DM_AT_PRESENTATION	SAMPLE	STRING	DM at Presentation	DM at Presentation	1				
DM_SITE_CODE	SAMPLE	STRING	DM Site	DM Site	1				
DNA_INDEX	SAMPLE	STRING	DNA index.	DNA Index	1				
DNA_INPUT	SAMPLE	STRING	DNA Input	DNA Input	1				
DNA_METHYLATION_CLUSTER_EC	SAMPLE	STRING	DNA Methylation Cluster - EC	DNA Methylation Cluster - EC	1				
DNA_METHYLATION_CLUSTER_GEA	SAMPLE	STRING	DNA Methylation Cluster - GEA	DNA Methylation Cluster - GEA	1				
DNA_METHYLATION_CLUSTER_GEA_CIN	SAMPLE	STRING	DNA Methylation Cluster - GEA-CIN	DNA Methylation Cluster - GEA-CIN	1				
DNA_METHYLATION_CLUSTER_SCC	SAMPLE	STRING	DNA Methylation Cluster - SCC	DNA Methylation Cluster - SCC	1				
DNA_REPAIR_STATUS	SAMPLE	STRING	DNA Repair Status	DNA Repair Status	1				
DOCE	SAMPLE	STRING	DOCE.	DOCE	1				
DOD	PATIENT	STRING	Died Of Disease	Died Of Disease	1				
DOMAIN	SAMPLE	STRING	Domain	Domain	1				
DONOR_SOURCE	PATIENT	STRING	Donor Source	Donor Source	1				
DOPAMINE	SAMPLE	STRING	Dopamine Secreting	Dopamine Secreting	1				
DOSAGE	PATIENT	STRING	Dosage	Dosage	1				
DOUBLING_TIME	SAMPLE	NUMBER	Doubling time  (hrs)	Doubling Time (hrs)	1				
DRFS_MONTHS	PATIENT	STRING	Distant Recurrence-Free Survival (DRFS Months)	Distant Recurrence-Free Survival (DRFS Months)	1				
DRFS_STATUS	PATIENT	STRING	Distant Recurrence-Free Survival Status	Distant Recurrence-Free Survival Status	1				
DRINKER	PATIENT	STRING	Drinker.	Drinker	1				
DRIVER_MUTATIONS	SAMPLE	STRING	Driver Mutations	Driver Mutations	1				
DRIVER_MUTATIONS_DETAILED	SAMPLE	STRING	Detailed Driver Mutations	Detailed Driver Mutations	1				
DSS_MONTHS	PATIENT	NUMBER	The time period (months) usually begins at the time of diagnosis or at the start of treatment and ends at the time of death.	Months of disease-specific survival	1				
DSS_STATUS	PATIENT	STRING	The time period usually begins at the time of diagnosis or at the start of treatment and ends at the time of death.	Disease-specific Survival status	1				
DUPLICATION_NUM	SAMPLE	NUMBER	Duplication Number	Duplication Number	1				
DURABLE_CLINICAL_BENEFIT	PATIENT	STRING	Durable Clinical Benefit	Durable Clinical Benefit	1				
DURATION	PATIENT	NUMBER	Duration	Duration	1				
DURATION_OF_ADJUVANT_NEOADJUVANT_TX	PATIENT	STRING	Duration of Adjuvant/Neoadjuvant Treatment	Duration of Adjuvant/Neoadjuvant Treatment	1				
DURATION_OF_IBD_AT_DIAGNOSIS	PATIENT	STRING	Duration of IBD at Diagnosis	Duration of IBD at Diagnosis	1				
DURATION_OF_THERAPY_DAYS	PATIENT	STRING	duration of therapy days	duration of therapy days	1				
DURATION_OF_THERAPY_WEEKS	PATIENT	STRING	duration of therapy weeks	duration of therapy weeks	1				
DURLASTFU	PATIENT	NUMBER	Durlastfu	Durlastfu	1				
DX_BIOPSY_LOCATION	PATIENT	STRING	Location of first biopsy that showed presence of angiosarcoma	MedR Diagnositc Biopsy Location	1				
DX_CEP17_COPY	PATIENT	STRING	Copy number of CEP17 in diagnostic sample. This is the number of copies of the CEP17 gene seen in the sample, which is used to calculate the HER2/CEP17 ratio. Having multiple copies of a gene means that the tumor's DNA has many consecutive repetitions of the region that codes for a given gene. Having multiple extra copies of a gene is also described as an amplification, while losing copies of a gene is described as a deletion.	MedR Diagnostic CEP17 Copy	1				
DX_ER	PATIENT	STRING	Estrogen Receptor (ER) status of diagnostic sample	MedR Diagnostic ER Status	1				
DX_GRADE	PATIENT	STRING	Grade of diagnostic sample	MedR Diagnostic Grade	1				
DX_HER2FISH	PATIENT	STRING	HER2 Flourescence In Situ Hyrbridization (FISH) results in diagnostic sample. This is most commonly performed on tumor samples with a HER2 Immunohistochemistry (IHC) score of 2+, or equivocal. This is an additional test that aims to measure whether or not the HER2 gene is overexpressed in a tumor sample.	MedR Diagnostic HER2 FISH	1				
DX_HER2IHC	PATIENT	STRING	HER2 Immunohistochemistry (IHC) results of diagnostic sample. This test involves staining tissue samples and looking at them under a microscope to determine if the HER2 protein is overexpressed in the sample. Results can be reported as 0+, 1+, 2+, or 3+. 0+ and 1+ indicate a HER2 negative tumor, 2+ is considered equivocal and may require further testing, and 3+ indicates a HER2 Positive tumor.	MedR Diagnostic HER2 IHC	1				
DX_HER2OVERALL	PATIENT	STRING	HER2 status of diagnostic sample	MedR Diagnostic HER2 Status	1				
DX_HER2_COPY	PATIENT	STRING	Copy number of HER2 in diagnostic sample. This is the number of copies of the HER2 gene seen in the sample, which is used to calculate the HER2/CEP17 ratio. Having multiple copies of a gene means that the tumor's DNA has many consecutive repetitions of the region that codes for a given gene. Having multiple extra copies of a gene is also described as an amplification, while losing copies of a gene is described as a deletion.	MedR Diagnostic HER2 Copy	1				
DX_HER2_RATIO	PATIENT	STRING	Ratio of HER2/CEP17 in diagnostic sample. This is one component of the Flourescence In Situ Hybridization (FISH) test. This ratio is used to determine if the HER2 gene is overexpressed, relative to the CEP17 protein, which acts as a baseline measurement. HER2/CEP17 ratios >2.2 indicate a HER2 Positive tumor.	MedR Diagnostic HER2 Ratio	1				
DX_HISTOLOGY	PATIENT	STRING	Histology of diagnostic sample	MedR Diagnostic Histology	1				
DX_LOCATION	PATIENT	STRING	Location in the body of initial breast cancer diagnosis	MedR Diagnosis Location	1				
DX_PERCENT_ER	PATIENT	STRING	Percentage of Estrogen Receptor (ER) reported in diagnostic sample. A value of >= 1% indicates an ER Positive tumor .	MedR Diagnostic ER %	1				
DX_PERCENT_PR	PATIENT	STRING	Progesterone Receptor (PR) percentage reported in diagnostic sample. A value of >=1% indicates a PR Positive tumor.	MedR Diagnostic PR %	1				
DX_PR	PATIENT	STRING	Progesterone Receptor (PR) status of diagnostic sample	MedR Diagnostic PR Status	1				
DX_SIDEDNESS	PATIENT	STRING	Left or right sidedness of diagnostic sample	MedR Diagnosis Laterality	1				
DX_STAGE	PATIENT	STRING	American Joint Committee on Cancer (AJCC) Summary Stage at Diagnosis. Using the AJCC method, a breast cancer is characterized by the size of the tumor (T), the number of lymph nodes it has spread to (N), and whether or not it has metastatsized (M). Together, the T, N, and M values are used to determine the Summary stage, e.g. Stage I, Stage II, Stage III, Stage IV	MedR Stage at Diagnosis	1				
DX_TO_IMPACT_EXTENT_MONTHS	PATIENT	NUMBER	Time from Diagnosis to IMPACT in months	Time from Diagnosis to IMPACT in months	1				
DX_TYPE	PATIENT	STRING	Type of procedure used to obtain diagnostic sample	MedR Diagnostic Procedure	1				
DYSPLASIA	SAMPLE	STRING	Dysplasia.	Dysplasia	1				
E2A_STATUS	SAMPLE	STRING	E2A status.	E2A Status	1				
EASTERN_CANCER_ONCOLOGY_GROUP	PATIENT	STRING	Eastern Cancer Oncology Group.	Eastern Cancer Onocology Group	1				
EBV_POSITIVE	PATIENT	NUMBER	EBV Positive	EBV Positive	1				
EBV_POSITIVE_MALIGNANT_CELLS_PERCENT	SAMPLE	NUMBER	EBV Positive Malignant Cells Percent	EBV Positive Malignant Cells Percent	1				
EBV_PRESENT	PATIENT	STRING	EBV present.	EBV Present	1				
EBV_STATUS	PATIENT	STRING	Epstein-Barr Virus (EBV) Status	EBV Status	1				
EBV_STATUS_MALIGNANT_CELLS_METHOD	PATIENT	STRING	EBV Status Malignant Cells Method	EBV Status Malignant Cells Method	1				
EBV_TESTED	PATIENT	STRING	EBV Tested	EBV Tested	1				
EC	PATIENT	STRING	EC	EC	1				
ECE	SAMPLE	STRING	ECE	ECE	1				
ECE_BINARY	SAMPLE	STRING	ECE Binary	ECE Binary	1				
ECOG_AT_STAGE_4_DX	PATIENT	NUMBER	ECOG Score Recorded at Stage IV Diagnosis	ECOG At Stage IV Diagnosis	1				
ECOG_SCORE	PATIENT	NUMBER	The functional level of the patient based on the Zubrod performance scale.	Performance Status	1				
ECOG_STATUS	PATIENT	STRING	ECOG status	ECOG status	1				
ECSMG	PATIENT	STRING	EC-SMG	EC-SMG	1				
ECZEMA_HISTORY	PATIENT	STRING	History of eczema.	Eczema History	1				
EDMONDSON_GRADE	SAMPLE	STRING	Edmondson tumor grading	Edmondson tumor grading	1				
EFSCENS	PATIENT	STRING	EFS-CENS.	EFS-CENS	1				
EFS_EVENT_TYPE_ID	PATIENT	STRING	EFS event type id.	EFS Event Type ID	1				
EFS_MONTHS	PATIENT	NUMBER	In cancer, the length of time after primary treatment for a cancer ends that the patient remains free of certain complications or events that the treatment was intended to prevent or delay. These events may include the return of the cancer or the onset of certain symptoms, such as bone pain from cancer that has spread to the bone.	Event Free Survival (Months)	1				
EFS_STATUS	PATIENT	STRING	Event Free Status	Event Free Status	1				
EFS_TIME	PATIENT	STRING	EFS time.	EFS Time	1				
EF_DAYS_DISEASE	PATIENT	NUMBER	Event Free Days (Aggressive disease)	Event Free Days (Aggressive disease)	1				
EF_DAYS_METASTASIS	PATIENT	NUMBER	Event Free Days (Distant Metastasis)	Event Free Days (Distant Metastasis)	1				
EGD	PATIENT	STRING	Esophagogastroduodenoscopy	Esophagogastroduodenoscopy	1				
EGF1	PATIENT	NUMBER	Egf1	Egf1	1				
EGF2	PATIENT	NUMBER	Egf2	Egf2	1				
EGLN1_GERMLINE	SAMPLE	STRING	EGLN1 Germline Mutation	EGLN1 Germline Mutation	1				
ELN_GENETIC_RISK	PATIENT	STRING	ELN Genetic Risk	ELN Genetic Risk	1				
EMBOLIZATION	SAMPLE	STRING	Embolization	Embolization	1				
EMT_SCORE	SAMPLE	NUMBER	EMT Score	EMT Score	1				
ENCAPSULATION	SAMPLE	STRING	ENCAPSULATION	ENCAPSULATION	1				
ENETS_STAGING	SAMPLE	STRING	ENETS Staging	ENETS Staging	1				
ENETS_T_STAGING	SAMPLE	STRING	ENETS T-Staging	ENETS T-Staging	1				
ENROLLMENT_ON_CLINICAL_TRIAL_BASED_ON_IMPACT	PATIENT	STRING	Enrollment on clinical trial based on IMPACT	Enrollment on clinical trial based on IMPACT	1				
EOSINOPHILS	SAMPLE	NUMBER	Eosinophils	Eosinophils	1				
EPAS1_SOMATIC	SAMPLE	STRING	EPAS1 Somatic Mutation	EPAS1 Somatic Mutation	1				
EPIGENETIC	PATIENT	STRING	Epigenetic	Epigenetic	1				
EPINEPHRINE	SAMPLE	STRING	Epinephrine Secreting	Epinephrine Secreting	1				
EPITHELIAL	SAMPLE	STRING	Epithelial.	Epithelial	1				
EPITHELIOID_PERCENT_OF_TUMOR	SAMPLE	NUMBER	Epithelioid Percent of Tumor	Epithelioid Percent of Tumor	1				
ERBB_PATHWAY_MUTATION	SAMPLE	STRING	ErbB Pathway Mutation	ErbB Pathway Mutation	1				
ERG_EXPRESSION	SAMPLE	NUMBER	ERG Expression	ERG Expression	1				
ERG_FISH_RESULT	SAMPLE	STRING	ERG Fish result.	ERG FISH Result	1				
ERG_FUSION_ACGH	SAMPLE	STRING	ERG fusion acgh.	ERG Fusion ACGH	1				
ERG_FUSION_GEX	SAMPLE	STRING	ERG fusion gex.	ERG Fusion GEX	1				
ERG_FUSION_RNASEQ	SAMPLE	STRING	ERG FUSION RNASEQ	ERG FUSION RNASEQ	1				
ERG_FUSION_STATUS	SAMPLE	STRING	ERG fusion status.	ERG Fusion Status	1				
ERG_IHC	SAMPLE	STRING	ERG IHC	ERG IHC	1				
ERG_NANOSTRING	SAMPLE	STRING	ERG NANOSTRING	ERG NANOSTRING	1				
ERG_STATUS	PATIENT	STRING	Erg status	Erg status	1				
ERK_SCORE	SAMPLE	NUMBER	ERK Score	ERK Score	1				
ERROR_PERCENT	SAMPLE	STRING	Error percent.	Error Percent	1				
ERYTHROCYTE_SEDIMENTATION_RATE	PATIENT	STRING	Erythrocyte sedimentation rate result	Erythrocyte sedimentation rate	1				
ER_EXPR	PATIENT	STRING	ER status measured by expression	ER status measured by expression	1				
ER_IHC	PATIENT	STRING	ER status measured by IHC	ER status measured by IHC	1				
ER_POSITIVITY_METHOD	SAMPLE	STRING	ER detection method text	ER positivity method	1				
ER_POSITIVITY_SCALE_OTHER	SAMPLE	STRING	Positive finding estrogen receptor other measurement scale text	ER positivity scale other	1				
ER_POSITIVITY_SCALE_USED	SAMPLE	STRING	Breast carcinoma immunohistochemistry er pos finding scale	ER positivity scale used	1				
ER_PR_STATUS	SAMPLE	STRING	ER_PR	ER_PR	1				
ER_STATUS	SAMPLE	STRING	ER Status	ER Status	1				
ER_STATUS_BY_IHC	SAMPLE	STRING	breast carcinoma progesterone receptor status	ER Status By IHC	1				
ER_STATUS_IHC_PERCENT_POSITIVE	SAMPLE	STRING	progesterone receptor level cell percent category	ER Status IHC Percent Positive	1				
ER_STATUS_METASTASIS	PATIENT	STRING	ER Metastatic Status	ER Metastatic Status	1				
ER_STATUS_PRIMARY	PATIENT	STRING	ER Primary Status	ER Primary Status	1				
ESOPHAGEAL_TUMOR_LOCATION_CENTERED	SAMPLE	STRING	Esophageal tumor cental location	Esophageal tumor cental location	1				
ESOPHAGEAL_TUMOR_LOCATION_EPC	SAMPLE	STRING	Esophageal tumor location epc	Esophageal tumor location epc	1				
ESOPHAGEAL_TUMOR_LOCATION_INVOLVED	SAMPLE	STRING	Esophageal tumor involvement site	Esophageal tumor involvement site	1				
ESOPH_COLUMNAR_METAPLASIA_INDICATOR	SAMPLE	STRING	Columnar metaplasia present	Columnar metaplasia present	1				
ESOPH_NON_CA_DEGREE_OF_DYSPLASIA	SAMPLE	STRING	Columnar mucosa dysplasia	Columnar mucosa dysplasia	1				
ESTIMATED_LEUKOCYTE_PERCENTAGE	SAMPLE	NUMBER	Estimated leukocyte percentage.	Estimated Leukocyte Percentage	1				
ESTIMATE_COMBINED_SCORE	SAMPLE	NUMBER	ESTIMATE Score by ESTIMATE	ESTIMATE combined score	1				
ESTIMATE_IMMUNE_SCORE	SAMPLE	NUMBER	Immune Score by ESTIMATE	ESTIMATE immune score	1				
ESTIMATE_SCORE	SAMPLE	NUMBER	ESTIMATE Score by ESTIMATE	ESTIMATE Score	1				
ESTIMATE_STROMAL_SCORE	SAMPLE	NUMBER	Stromal Score by ESTIMATE	ESTIMATE stromal score	1				
EST_TUMOR_CELLULARITY	SAMPLE	STRING	Estimated tumor cellularity.	Estimated Tumor Cellularity	1				
ETE	PATIENT	STRING	ETE	ETE	1				
ETE_STATUS	PATIENT	STRING	Yes or No inidcator for extrathyroid extension	ETE Status	1				
ETHNICITY	PATIENT	STRING	The text for reporting information about ethnicity.	Ethnicity Category	1				
ETHNICITY_NAACCR	PATIENT	STRING	Indication of Spanish/Hispanic origin of the patient; this data element maps to the NAACCR v16 #190. For institutions not collecting Spanish/Hispanic origin, submit a null in this category for all patients.	Ethnicity Category (NAACCR)	1				
ETIOLOGY	PATIENT	STRING	Etiology	Etiology	1				
ETOH	PATIENT	STRING	EtOH	EtOH	1				
ETS	SAMPLE	STRING	ETS	ETS	1				
ETS_FUSION_SEQ	SAMPLE	STRING	ETS fusion seq	ETS Fusion SEQ	1				
ETS_RAF_SPINK1_STATUS	SAMPLE	STRING	ETS RAF-SPINK1 status.	ETS RAF-SPINK1 Status	1				
ETV1_EXPRESSION	SAMPLE	NUMBER	ETV1 Expression	ETV1 Expression	1				
ETV1_FUSION	SAMPLE	STRING	ETV1 Fusion	ETV1 Fusion	1				
ETV1_STATUS	SAMPLE	STRING	ETV1 Status	ETV1 Status	1				
ETV4_EXPRESSION	SAMPLE	NUMBER	ETV4 Expression	ETV4 Expression	1				
ETV4_FUSION	SAMPLE	STRING	ETV4 Fusion	ETV4 Fusion	1				
ETV4_STATUS	SAMPLE	STRING	ETV4 Status	ETV4 Status	1				
ETV6_RUNX1_FUSION_STATUS	SAMPLE	STRING	ETV6-RUNX1 Fusion Status	ETV6-RUNX1 Fusion Status	1				
EVENT_DETAILS	PATIENT	STRING	Event Details	Event Details	1				
EVENT_STATUS_FOR_DFS	PATIENT	STRING	Event Status For Disease Free Survival	Event Status For Disease Free Survival	1				
EVENT_TYPE	PATIENT	STRING	Event Type	Event Type	1				
EVENT_TYPE_DETAILED	PATIENT	STRING	Detailed notes on event type	Event Type Detailed	1				
EVER_METS_SITES	PATIENT	STRING	All locations in the body where breast cancer spread at any point in the patient's treatment	MedR Ever Metastatic Sites	1				
EVIDENCE_FOR_LOSS_OF_HER2	SAMPLE	STRING	Evidence for Loss of HER2	Evidence for Loss of HER2	1				
EXCESSIVE_FRAME_SHIFT_DELETIONS	SAMPLE	STRING	EXCESSIVE FRAME-SHIFT DELETIONS	EXCESSIVE FRAME-SHIFT DELETIONS	1				
EXOME	SAMPLE	STRING	Exome	Exome	1				
EXOME_CAPTURE	SAMPLE	STRING	Exome Capture	Exome Capture	1				
EXOME_SAMPLE_ID	SAMPLE	STRING	EXOME Sample ID	EXOME Sample ID	1				
EXOME_SEQ	PATIENT	STRING	Exome seq	Exome seq	1				
EXOME_SEQUENCED_IN_BARBIERI_ET_AL_2012	SAMPLE	STRING	Exome sequenced in Barbieri et al.	Exome Sequenced in Barbieri et al.	1				
EXON_IMBALANCE_SCORE	SAMPLE	NUMBER	Exon Imbalance Score	Exon Imbalance Score	1				
EXP	SAMPLE	STRING	EXP	EXP	1				
EXPOSURE	SAMPLE	STRING	Exposure	Exposure	1				
EXPRESSION_SUBTYPE	SAMPLE	STRING	Gene Expression Subtype	Gene Expression Subtype	1				
EXP_SAMPLE_ID	SAMPLE	STRING	EXP Sample ID	EXP Sample ID	1				
EXTENSION	SAMPLE	STRING	Extension	Extension	1				
EXTENSIVE_LOCAL_INVASION	PATIENT	STRING	Extensive Local Invasion	Extensive Local Invasion	1				
EXTENT_OF_METS	SAMPLE	STRING	Extent of Mets	Extent of Mets	1				
EXTRACAPSULAR_EXTENSION	SAMPLE	STRING	The yes/no/unknown indicator that asks whether or not there is extracapsular extension.	Extracapsular Extension	1				
EXTRACAPSULAR_EXTENSION_PRESENT	SAMPLE	STRING	Text term to describe the extent of extracapsular extension present in a case of bladder carcinoma.	Extracapsular Extension present	1				
EXTRACAPSULAR_SPREAD	SAMPLE	STRING	extracapsular spread (ECS), can be yes or no	extracapsular spread	1				
EXTRACAPSULAR_SPREAD_PATHOLOGIC	PATIENT	STRING	Presence of pathological nodal extracapsular spread	Extracapsular spread pathologic	1				
EXTRAHEPATIC_DISEASE	PATIENT	STRING	Extrahepatic Disease	Extrahepatic Disease	1				
EXTRAHEPATIC_DISEASE_PRE_PUMP	PATIENT	STRING	Yes or No indicator for extrahep disease pre pump usage	Extrahepatic Disease Pre-Pump	1				
EXTRAHEPATIC_DISEASE_SITE	PATIENT	STRING	Extrahepatic Disease Site	Extrahepatic Disease Site	1				
EXTRANOCULAR_NODULE_SIZE	SAMPLE	STRING	Extranocular Nodule Size	Extranocular Nodule Size	1				
EXTRANODAL_INVOLVEMENT	PATIENT	STRING	Indicator that identifies whether a patient with malignant lymphoma has lymphomatous involvement of an extranodal site.	Lymphomatous Extranodal Site Involvement Indicator	1				
EXTRANODAL_INVOLVEMENT_SITE	SAMPLE	STRING	Extranodal disease involvement site	Extranodal disease involvement site	1				
EXTRANODAL_INVOLVMENT_OTHER	SAMPLE	STRING	Extranodal disease involvement site	Extranodal disease involvement site	1				
EXTRANODAL_LYMPHOMATOUS_INVOLVEMENT	SAMPLE	STRING	Extranodal involvement	Extranodal involvement	1				
EXTRAPROSTATIC_EXTENSION	PATIENT	STRING	Extraprostatic extension	Extraprostatic Extension	1				
EXTRASCLERAL_EXTENSION	SAMPLE	STRING	Extrascleral Extension	Extrascleral Extension	1				
EXTRATHYROIDAL_EXTENSION	SAMPLE	STRING	Extrathyroidal Extension	Extrathyroidal Extension	1				
EXTRAVASCULAR_MATRIX_PATTERNS	SAMPLE	STRING	Extravascular Matrix Patterns	Extravascular Matrix Patterns	1				
EXTRA_PANC_SPREAD	SAMPLE	STRING	Extra-Panc Spread	Extra-Panc Spread	1				
EXT_SLIDES_DES	SAMPLE	STRING	Indicates if these external slides were submitted.	External Slides Submitted	1				
EYE_COLOR	SAMPLE	STRING	Eye Color	Eye Color	1				
E_CIMP	SAMPLE	STRING	E-CIMP	E-CIMP	1				
FAB	PATIENT	STRING	FAB.	FAB	1				
FACETS	SAMPLE	STRING	FACETS	FACETS	1				
FACETS_PLOIDY	SAMPLE	NUMBER	Ploidy (Facets)	Ploidy (Facets)	1				
FACETS_PURITY	SAMPLE	NUMBER	Facets Purity	Facets Purity	1				
FAM175A_CNA	SAMPLE	STRING	FAM175A CNA	FAM175A CNA	1				
FAMILIAL_SYNDROME	PATIENT	STRING	Familial Syndrome	Familial Syndrome	1				
FAMILY_HISTORY	PATIENT	STRING	Family History	Family History	1				
FAMILY_HISTORY_CANCER_NUMBER_RELATIVES	PATIENT	STRING	Cancer diagnosis first degree relative number	Cancer diagnosis first degree relative number	1				
FAMILY_HISTORY_CANCER_RELATIONSHIP	PATIENT	STRING	Text indicator to represent a report or record of a cancer diagnosis in any relative with whom one half of an individual's genes is shared (i.e., parent, sibling, offspring).	Family History Cancer Relationship	1				
FAMILY_HISTORY_CANCER_TYPE	PATIENT	STRING	Family history cancer type.	Family History Cancer Type	1				
FAMILY_HISTORY_CANCER_TYPE_OTHER	PATIENT	STRING	Family History Cancer Type Other	Family History Cancer Type Other	1				
FAMILY_HISTORY_ESOPH_GASTIC_CANCER	PATIENT	STRING	History of esophageal cancer	History of esophageal cancer	1				
FAMILY_HISTORY_OF_CANCER	PATIENT	STRING	Family history of cancer.	Family History of Cancer	1				
FAMILY_HISTORY_OF_PRIMARY_BRAIN_TUMOR	PATIENT	STRING	Family history of primary brain tumor.	Family History of Primary Brain Tumor	1				
