enst_id	ensp_id	uniprot_protein_length	Final_mapping_uniprot_id	Gene_Symbol
ENST00000294964	ENSP00000294964	493	Q504Y2	PKDCC
ENST00000294973	ENSP00000294973	286	P46952	HAAO
ENST00000294984	ENSP00000294984	206	Q13007	IL24
ENST00000295006	ENSP00000295006	700	P17655	CAPN2
ENST00000295008	ENSP00000295008	128	Q7Z7F7	MRPL55
ENST00000295025	ENSP00000295025	619	Q04864	REL
ENST00000295030	ENSP00000295030	403	Q92968	PEX13
ENST00000295033	ENSP00000295033	477	Q9Y577	TRIM17
ENST00000295049	ENSP00000295049	501	Q52LD8	RFTN2
ENST00000295050	ENSP00000295050	489	Q9H040	SPRTN
ENST00000295055	ENSP00000295055	669	Q6MZZ7	CAPN13
ENST00000295057	ENSP00000295057	522	Q86UE6	LRRTM1
ENST00000295065	ENSP00000295065	297	Q9Y316	MEMO1
ENST00000295066	ENSP00000295066	99	Q9C005	DPY30
ENST00000295079	ENSP00000295079	291	Q8WWC4	MAIP1
ENST00000295082	ENSP00000295082	494	Q9H3M0	KCNF1
ENST00000295083	ENSP00000295083	202	Q8N755	SLC66A3
ENST00000295087	ENSP00000295087	179	Q9Y689	ARL5A
ENST00000295092	ENSP00000295092	292	Q96KN4	LRATD1
ENST00000295095	ENSP00000295095	475	Q53QZ3	ARHGAP15
ENST00000295101	ENSP00000295101	501	P48549	KCNJ3
ENST00000295108	ENSP00000295108	356	Q13562	NEUROD1
ENST00000295113	ENSP00000295113	325	Q92765	FRZB
ENST00000295119	ENSP00000295119	326	Q8NFH5	NUP35
ENST00000295121	ENSP00000295121	357	Q96MX6	WDR92
ENST00000295124	ENSP00000295124	665	Q96M89	CCDC138
ENST00000295131	ENSP00000295131	633	Q8NEG5	ZSWIM2
ENST00000295148	ENSP00000295148	721	Q9H6R7	WDCP
ENST00000295150	ENSP00000295150	206	Q86W67	FAM228A
ENST00000295156	ENSP00000295156	191	P62760	VSNL1
ENST00000295171	ENSP00000295171	378	Q96AQ1	CCDC74A
ENST00000295190	ENSP00000295190	510	Q7RTX9	SLC16A14
ENST00000295201	ENSP00000295201	435	Q8WW24	TEKT4
ENST00000295206	ENSP00000295206	392	Q05925	EN1
ENST00000295208	ENSP00000295208	400	Q96K75	ZNF514
ENST00000295213	ENSP00000295213	538	Q8TC71	SPATA18
ENST00000295225	ENSP00000295225	256	Q9Y2W7	KCNIP3
ENST00000295226	ENSP00000295226	163	Q96MF4	CCDC140
ENST00000295228	ENSP00000295228	407	P09529	INHBB
ENST00000295240	ENSP00000295240	341	Q8N3I7	BBS5
ENST00000295256	ENSP00000295256	199	O60760	HPGDS
ENST00000295266	ENSP00000295266	388	P29803	PDHA2
ENST00000295268	ENSP00000295268	459	Q8N412	STPG2
ENST00000295269	ENSP00000295269	798	Q6AI14	SLC9A4
ENST00000295304	ENSP00000295304	184	Q8WUX2	CHAC2
ENST00000295314	ENSP00000295314	345	Q9NZQ9	TMOD4
ENST00000295317	ENSP00000295317	400	Q8NC42	RNF149
ENST00000295321	ENSP00000295321	819	Q96ST2	IWS1
ENST00000295324	ENSP00000295324	254	Q9UKI2	CDC42EP3
ENST00000295367	ENSP00000295367	169	Q9UBC9	SPRR3
ENST00000295373	ENSP00000295373	1386	Q6P158	DHX57
ENST00000295379	ENSP00000295379	424	O95393	BMP10
ENST00000295381	ENSP00000295381	645	P42331	ARHGAP25
ENST00000295400	ENSP00000295400	160	P01135	TGFA
ENST00000295408	ENSP00000295408	999	Q12866	MERTK
ENST00000295414	ENSP00000295414	359	Q8N7R7	CCNYL1
ENST00000295417	ENSP00000354607	585	Q13467	FZD5
ENST00000295440	ENSP00000295440	126	P23582	NPPC
ENST00000295448	ENSP00000295448	276	Q8TDQ7	GNPDA2
ENST00000295452	ENSP00000295452	465	Q8N1C3	GABRG1
ENST00000295453	ENSP00000295453	532	P10696	ALPG
ENST00000295454	ENSP00000295454	474	P18505	GABRB1
ENST00000295461	ENSP00000295461	410	Q6NVV3	NIPAL1
ENST00000295463	ENSP00000295463	528	P09923	ALPI
ENST00000295470	ENSP00000295470	420	O14979	HNRNPDL
ENST00000295488	ENSP00000295488	1101	Q8TDG4	HELQ
ENST00000295491	ENSP00000295491	142	Q9Y3D5	MRPS18C
ENST00000295500	ENSP00000295500	870	Q7Z3F1	GPR155
ENST00000295522	ENSP00000295522	211	O95832	CLDN1
ENST00000295542	ENSP00000295542	706	Q5T197	DCST1
ENST00000295550	ENSP00000295550	3177	P12111	COL6A3
ENST00000295566	ENSP00000295566	796	Q9H869	YY1AP1
ENST00000295569	ENSP00000295569	140	Q96LR4	TAFA4
ENST00000295588	ENSP00000295588	392	Q8NBL1	POGLUT1
ENST00000295589	ENSP00000295589	428	P32238	CCKAR
ENST00000295598	ENSP00000295598	1023	P05023	ATP1A1
ENST00000295619	ENSP00000295619	129	Q9HC23	PROK2
ENST00000295622	ENSP00000295622	536	Q96M34	TEX55
ENST00000295628	ENSP00000295628	371	Q96CX6	LRRC58
ENST00000295633	ENSP00000295633	308	Q12841	FSTL1
ENST00000295640	ENSP00000295640	650	Q9H4A4	RNPEP
ENST00000295645	ENSP00000295645	241	Q8N4E4	PDCL2
ENST00000295658	ENSP00000295658	297	Q96HH4	TMEM169
ENST00000295666	ENSP00000295666	282	Q16270	IGFBP7
ENST00000295683	ENSP00000295683	350	P25024	CXCR1
ENST00000295688	ENSP00000295688	545	P49368	CCT3
ENST00000295694	ENSP00000295694	394	Q9BSE2	TMEM79
ENST00000295702	ENSP00000295702	183	P43308	SSR2
ENST00000295704	ENSP00000295704	459	Q96BH1	RNF25
ENST00000295709	ENSP00000295709	1315	Q9NRP7	STK36
ENST00000295718	ENSP00000295718	979	Q16849	PTPRN
ENST00000295727	ENSP00000295727	238	Q99581	FEV
ENST00000295728	ENSP00000295728	197	P53672	CRYBA2
ENST00000295731	ENSP00000295731	411	Q14623	IHH
ENST00000295736	ENSP00000295736	1214	Q9Y6M7	SLC4A7
ENST00000295743	ENSP00000295743	686	O95936	EOMES
ENST00000295746	ENSP00000295746	905	Q8TCG1	CIP2A
ENST00000295754	ENSP00000295754	567	P37173	TGFBR2
ENST00000295755	ENSP00000295755	111	Q9BQ08	RETNLB
ENST00000295756	ENSP00000295756	186	Q6PIZ9	TRAT1
ENST00000295757	ENSP00000295757	347	Q96DB2	HDAC11
ENST00000295759	ENSP00000295759	654	Q6UWU2	GLB1L
ENST00000295760	ENSP00000295760	1184	P98095	FBLN2
ENST00000295766	ENSP00000439020	451	Q71U36	TUBA1A
ENST00000295770	ENSP00000295770	826	Q8TCJ2	STT3B
ENST00000295777	ENSP00000295777	410	Q99574	SERPINI1
ENST00000295797	ENSP00000295797	596	P41743	PRKCI
ENST00000295802	ENSP00000295802	610	Q6NUM9	RETSAT
ENST00000295809	ENSP00000295809	785	Q16666	IFI16
ENST00000295822	ENSP00000295822	153	Q9GZV4	EIF5A2
ENST00000295824	ENSP00000295824	833	Q8N7U6	EFHB
ENST00000295830	ENSP00000346080	122	Q6P5R6	RPL22L1
ENST00000295834	ENSP00000295834	127	P07148	FABP1
ENST00000295872	ENSP00000295872	855	Q8N0Z3	SPICE1
ENST00000295878	ENSP00000295878	936	Q8NCU4	CCDC191
ENST00000295886	ENSP00000295886	367	P78426	NKX6-1
ENST00000295887	ENSP00000295887	461	Q92903	CDS1
ENST00000295888	ENSP00000295888	3526	Q8IZQ1	WDFY3
ENST00000295890	ENSP00000295890	333	Q8N8Q8	COX18
ENST00000295894	ENSP00000295894	265	Q8TBG9	SYNPR
ENST00000295896	ENSP00000295896	292	Q96BT1	C3orf49
ENST00000295897	ENSP00000295897	609	P02768	ALB
ENST00000295898	ENSP00000295898	117	Q96KX1	C4orf36
ENST00000295899	ENSP00000295899	204	Q6I9Y2	THOC7
ENST00000295900	ENSP00000295900	892	O15265	ATXN7
ENST00000295901	ENSP00000295901	389	Q15008	PSMD6
ENST00000295902	ENSP00000295902	844	Q7Z3G6	PRICKLE2
ENST00000295910	ENSP00000295910	663	Q7L0X2	ERICH6
ENST00000295924	ENSP00000295924	657	Q7Z3E1	TIPARP
ENST00000295926	ENSP00000295926	526	Q9UK58	CCNL1
ENST00000295927	ENSP00000295927	381	P26022	PTX3
ENST00000295930	ENSP00000295930	334	Q96IZ7	RSRC1
ENST00000295934	ENSP00000295934	185	Q9UBX0	HESX1
ENST00000295955	ENSP00000346022	192	P32969	RPL9
ENST00000295956	ENSP00000295956	2602	O75369	FLNB
ENST00000295958	ENSP00000295958	99	Q96QK8	SMIM14
ENST00000295959	ENSP00000295959	124	O95059	RPP14
ENST00000295962	ENSP00000295962	337	Q9BV23	ABHD6
ENST00000295971	ENSP00000295971	593	A0AV96	RBM47
ENST00000295974	ENSP00000295974	758	Q92870	APBB2
ENST00000295980	ENSP00000295980	667	Q8NFR9	IL17RE
ENST00000295981	ENSP00000295981	791	Q8NAC3	IL17RC
ENST00000295984	ENSP00000295984	981	Q5FWE3	PRRT3
ENST00000295987	ENSP00000295987	705	P17600	SYN1
ENST00000295992	ENSP00000295992	415	Q9UKZ9	PCOLCE2
ENST00000296003	ENSP00000296003	650	Q8NCE2	MTMR14
ENST00000296015	ENSP00000296015	770	Q96N46	TTC14
ENST00000296026	ENSP00000296026	107	P19876	CXCL3
ENST00000296027	ENSP00000296027	114	P42830	CXCL5
ENST00000296028	ENSP00000296028	128	P02775	PPBP
ENST00000296029	ENSP00000296029	101	P02776	PF4
ENST00000296043	ENSP00000296043	1996	Q8TF72	SHROOM3
ENST00000296046	ENSP00000296046	417	P15088	CPA3
ENST00000296051	ENSP00000296051	1004	Q969F9	HPS3
ENST00000296059	ENSP00000296059	201	Q96CE8	TM4SF18
ENST00000296088	ENSP00000296088	765	Q9NRH2	SNRK
ENST00000296091	ENSP00000296091	544	Q8TBZ5	ZNF502
ENST00000296096	ENSP00000296096	214	Q7RTU1	TCF23
ENST00000296097	ENSP00000296097	189	Q8N7S2	DNAJC5G
ENST00000296099	ENSP00000296099	124	P55089	UCN
ENST00000296102	ENSP00000296102	65	O75394	MRPL33
ENST00000296121	ENSP00000296121	154	Q96AT1	KIAA1143
ENST00000296122	ENSP00000296122	327	P62140	PPP1CB
ENST00000296125	ENSP00000296125	684	P49221	TGM4
ENST00000296129	ENSP00000296129	836	Q9H5V8	CDCP1
ENST00000296130	ENSP00000296130	202	P05452	CLEC3B
ENST00000296135	ENSP00000296135	299	Q9NQ48	LZTFL1
ENST00000296137	ENSP00000296137	1478	Q9BQS8	FYCO1
ENST00000296140	ENSP00000296140	355	P32246	CCR1
ENST00000296142	ENSP00000296142	232	Q9BQQ7	RTP3
ENST00000296144	ENSP00000296144	371	Q9BYS8	LRRC2
ENST00000296145	ENSP00000296145	188	P13385	TDGF1
ENST00000296149	ENSP00000296149	266	Q0PNE2	ELP6
ENST00000296154	ENSP00000296154	1078	P41180	CASR
ENST00000296161	ENSP00000296161	740	Q8TDB6	DTX3L
ENST00000296181	ENSP00000296181	799	P18084	ITGB5
ENST00000296202	ENSP00000296202	252	Q96T66	NMNAT3
ENST00000296214	ENSP00000296214	191	Q9HAF1	MEAF6
ENST00000296215	ENSP00000296215	396	Q8TAD8	SNIP1
ENST00000296220	ENSP00000296220	747	Q9BXB4	OSBPL11
ENST00000296223	ENSP00000296223	150	P52434	POLR2H
ENST00000296233	ENSP00000296233	416	Q9UIH9	KLF15
ENST00000296238	ENSP00000296238	79	Q96S95	CAMK2N2
ENST00000296252	ENSP00000296252	451	Q8WWY8	LIPH
ENST00000296255	ENSP00000296255	607	P04843	RPN1
ENST00000296257	ENSP00000296257	589	Q9HC62	SENP2
ENST00000296270	ENSP00000296270	143	Q96M15	IGF2BP2-AS1
ENST00000296271	ENSP00000296271	348	P08100	RHO
ENST00000296273	ENSP00000296273	363	P35249	RFC4
ENST00000296277	ENSP00000296277	51	Q96EH5	RPL39L
ENST00000296292	ENSP00000296292	541	Q96AA3	RFT1
ENST00000296302	ENSP00000296302	1689	Q86U86	PBRM1
ENST00000296315	ENSP00000296315	526	Q9NR81	ARHGEF3
ENST00000296318	ENSP00000296318	739	Q8NFM7	IL17RD
ENST00000296326	ENSP00000296326	309	Q8WVZ1	ZDHHC19
ENST00000296327	ENSP00000296327	340	Q86UW1	SLC51A
ENST00000296328	ENSP00000296328	489	O94888	UBXN7
ENST00000296343	ENSP00000296343	972	Q92622	RUBCN
ENST00000296350	ENSP00000296350	738	P08582	MELTF
ENST00000296358	ENSP00000296358	612	Q7RTM1	OTOP1
ENST00000296370	ENSP00000296370	95	P25815	S100P
ENST00000296380	ENSP00000296380	373	Q9H790	EXO5
ENST00000296387	ENSP00000296387	224	Q8N6F1	CLDN19
ENST00000296388	ENSP00000296388	736	Q32P28	P3H1
ENST00000296411	ENSP00000296411	386	P53582	METAP1
ENST00000296412	ENSP00000296412	374	P11766	ADH5
ENST00000296417	ENSP00000296417	128	P0C0S5	H2AFZ
ENST00000296420	ENSP00000296420	261	Q9ULC0	EMCN
ENST00000296422	ENSP00000296422	515	Q4ZJI4	SLC9B1
ENST00000296424	ENSP00000296424	245	Q9BUT1	BDH2
ENST00000296425	ENSP00000296425	223	O15173	PGRMC2
ENST00000296438	ENSP00000296438	464	Q6X9E4	FBXW12
ENST00000296440	ENSP00000296440	2135	O43157	PLXNB1
ENST00000296443	ENSP00000296443	314	Q9NSU2	TREX1
ENST00000296444	ENSP00000296444	240	Q8N114	SHISA5
ENST00000296449	ENSP00000296449	594	Q8IYA8	CCDC36
ENST00000296452	ENSP00000296452	3926	Q9UPA5	BSN
ENST00000296456	ENSP00000296456	732	P13798	APEH
ENST00000296464	ENSP00000296464	839	O95757	HSPA4L
ENST00000296468	ENSP00000296468	518	Q8NHS3	MFSD8
ENST00000296473	ENSP00000296473	652	Q86VX9	MON1A
ENST00000296484	ENSP00000296484	407	Q8NBT0	POC1A
ENST00000296486	ENSP00000296486	499	Q8TBG4	ETNPPL
ENST00000296487	ENSP00000296487	270	Q96MI6	PPM1M
ENST00000296490	ENSP00000296490	313	Q6UXN9	WDR82
ENST00000296498	ENSP00000296498	875	P56730	PRSS12
ENST00000296499	ENSP00000296499	873	O95803	NDST3
ENST00000296503	ENSP00000296503	209	P26583	HMGB2
ENST00000296504	ENSP00000296504	220	O75446	SAP30
ENST00000296506	ENSP00000296506	98	O75711	SCRG1
ENST00000296509	ENSP00000296509	205	Q13257	MAD2L1
ENST00000296511	ENSP00000296511	320	P08758	ANXA5
ENST00000296513	ENSP00000296513	576	Q96M93	ADAD1
ENST00000296518	ENSP00000296518	690	Q02108	GUCY1A1
ENST00000296519	ENSP00000296519	390	Q9C0F1	CEP44
ENST00000296522	ENSP00000296522	266	P15428	HPGD
ENST00000296525	ENSP00000296525	329	Q8WWX0	ASB5
ENST00000296529	ENSP00000296529	345	Q7Z5S9	TMEM144
ENST00000296530	ENSP00000296530	519	Q6UWH4	GASK1B
ENST00000296533	ENSP00000354652	384	P25929	NPY1R
ENST00000296543	ENSP00000296543	866	Q9BXJ9	NAA15
ENST00000296545	ENSP00000296545	162	P40933	IL15
ENST00000296550	ENSP00000296550	766	Q8N568	DCLK2
ENST00000296564	ENSP00000296564	2266	Q9Y2F5	ICE1
ENST00000296575	ENSP00000296575	700	Q96QV1	HHIP
ENST00000296577	ENSP00000296577	599	P61221	ABCE1
ENST00000296581	ENSP00000296581	80	P62312	LSM6
ENST00000296582	ENSP00000296582	438	Q9NVA4	TMEM184C
ENST00000296589	ENSP00000296589	530	Q9UMX9	SLC45A2
ENST00000296591	ENSP00000296591	480	O43854	EDIL3
ENST00000296595	ENSP00000296595	487	Q8NDZ6	TMEM161B
ENST00000296597	ENSP00000296597	169	Q8N183	NDUFAF2
ENST00000296600	ENSP00000296600	364	Q6S9Z5	ZNF474
ENST00000296603	ENSP00000296603	695	Q68DH5	LMBRD2
ENST00000296604	ENSP00000296604	465	Q86VV4	RANBP3L
ENST00000296632	ENSP00000296632	205	Q96DR4	STARD4
ENST00000296641	ENSP00000296641	374	O00254	F2RL2
ENST00000296657	ENSP00000296657	494	A6NCL7	ANKRD33B
ENST00000296658	ENSP00000296658	245	Q96DG6	CMBL
ENST00000296666	ENSP00000296666	445	Q96M27	PRRC1
ENST00000296674	ENSP00000296674	143	P62266	RPS23
ENST00000296679	ENSP00000296679	459	Q9HAD4	WDR41
ENST00000296682	ENSP00000296682	894	Q9NQV7	PRDM9
ENST00000296684	ENSP00000296684	175	O43181	NDUFS4
ENST00000296694	ENSP00000296694	93	Q96PL1	SCGB3A2
ENST00000296695	ENSP00000296695	79	P00995	SPINK1
ENST00000296702	ENSP00000296702	1098	O14776	TCERG1
ENST00000296721	ENSP00000296721	768	Q8TED9	AFAP1L1
ENST00000296736	ENSP00000296736	521	Q17RP2	TIGD6
ENST00000296739	ENSP00000369611	430	Q9BXG8	SPZ1
ENST00000296741	ENSP00000296741	440	Q6UWR7	ENPP6
ENST00000296755	ENSP00000296755	2468	P46821	MAP1B
ENST00000296776	ENSP00000296776	243	Q8WUU8	TMEM174
ENST00000296777	ENSP00000296777	116	Q16568	CARTPT
ENST00000296783	ENSP00000296783	484	Q6PIY7	TENT2
ENST00000296785	ENSP00000296785	313	Q9H9E1	ANKRA2
ENST00000296786	ENSP00000296786	318	Q8WVY7	UBLCP1
ENST00000296792	ENSP00000296792	518	Q8TED0	UTP15
ENST00000296795	ENSP00000296795	904	O15455	TLR3
ENST00000296802	ENSP00000296802	260	O95478	NSA2
ENST00000296805	ENSP00000296805	779	Q969S9	GFM2
ENST00000296824	ENSP00000296824	260	Q96BQ5	CCDC127
ENST00000296839	ENSP00000296839	403	Q9C009	FOXQ1
ENST00000296847	ENSP00000296847	127	Q96MT4	LINC01600
ENST00000296849	ENSP00000296849	451	Q969F2	NKD2
ENST00000296861	ENSP00000296861	655	O75509	TNFRSF21
ENST00000296862	ENSP00000296862	708	Q8IZF7	ADGRF2
ENST00000296870	ENSP00000296870	152	P08700	IL3
ENST00000296871	ENSP00000296871	144	P04141	CSF2
ENST00000296875	ENSP00000296875	454	O60383	GDF9
ENST00000296877	ENSP00000296877	77	Q969E1	LEAP2
ENST00000296882	ENSP00000296882	223	Q6PEY0	GJB7
ENST00000296921	ENSP00000296921	291	O43711	TLX3
ENST00000296930	ENSP00000296930	294	P06748	NPM1
ENST00000296946	ENSP00000296946	435	O15178	TBXT
ENST00000296953	ENSP00000296953	639	Q8IUR6	CREBRF
ENST00000296978	ENSP00000296978	491	Q86VY9	TMEM200A
ENST00000296980	ENSP00000296980	263	Q969J5	IL22RA2
ENST00000297001	ENSP00000297001	438	A4D263	SPATA48
ENST00000297012	ENSP00000297012	131	Q96QV6	HIST1H2AA
ENST00000297029	ENSP00000297029	715	Q9Y6U3	SCIN
ENST00000297056	ENSP00000297056	672	Q8NCG7	DAGLB
ENST00000297063	ENSP00000297063	520	Q8NCT3	KIAA0895
ENST00000297071	ENSP00000297071	282	Q13595	TRA2A
ENST00000297107	ENSP00000297107	603	Q86SR1	GALNT10
ENST00000297109	ENSP00000297109	183	Q9HAJ7	SAP30L
ENST00000297130	ENSP00000297130	251	Q8TDC0	MYOZ3
ENST00000297142	ENSP00000297142	337	Q96NK8	NEUROD6
ENST00000297145	ENSP00000297145	405	Q1RMZ1	BMT2
ENST00000297146	ENSP00000297146	370	P60893	GPR85
ENST00000297151	ENSP00000297151	586	O95391	SLU7
ENST00000297156	ENSP00000297156	296	P49069	CAMLG
ENST00000297157	ENSP00000297157	221	Q8TA86	RP9
ENST00000297161	ENSP00000297161	685	Q8N8U9	BMPER
ENST00000297164	ENSP00000297164	303	Q8NC24	RELL2
ENST00000297185	ENSP00000297185	679	P38646	HSPA9
ENST00000297186	ENSP00000297186	870	B2RC85	RSPH10B2
ENST00000297195	ENSP00000297195	530	Q7RTT9	SLC29A4
ENST00000297203	ENSP00000297203	253	Q8TBZ9	TEX47
ENST00000297205	ENSP00000297205	339	Q9UHE8	STEAP1
ENST00000297239	ENSP00000297239	610	Q4VX76	SYTL3
ENST00000297258	ENSP00000297258	135	Q01469	FABP5
ENST00000297261	ENSP00000297261	462	Q15465	SHH
ENST00000297265	ENSP00000297265	233	Q96CF2	CHMP4C
ENST00000297267	ENSP00000297267	1894	Q4ZHG4	FNDC1
ENST00000297268	ENSP00000297268	1366	P08123	COL1A2
ENST00000297273	ENSP00000297273	797	Q96PB1	CASD1
ENST00000297283	ENSP00000297283	253	P15259	PGAM2
ENST00000297290	ENSP00000297290	125	O95415	BRI3
ENST00000297293	ENSP00000297293	1503	Q8IWU2	LMTK2
ENST00000297307	ENSP00000297307	338	Q8N808	SLC35G3
ENST00000297313	ENSP00000297313	388	O76081	RGS20
ENST00000297316	ENSP00000297316	414	Q9H6I2	SOX17
ENST00000297323	ENSP00000297323	1119	Q08828	ADCY1
ENST00000297324	ENSP00000297324	319	Q96LL4	C8orf48
ENST00000297325	ENSP00000297325	357	Q8TAQ9	SUN3
ENST00000297338	ENSP00000297338	631	O60216	RAD21
ENST00000297347	ENSP00000297347	178	Q96HR3	MED30
ENST00000297350	ENSP00000297350	401	O00300	TNFRSF11B
ENST00000297354	ENSP00000297354	264	Q8IVN8	SBSPON
ENST00000297373	ENSP00000297373	387	Q16816	PHKG1
ENST00000297375	ENSP00000297375	333	P19622	EN2
ENST00000297404	ENSP00000297404	500	Q6PIU1	KCNV1
ENST00000297405	ENSP00000297405	3707	Q7Z407	CSMD3
ENST00000297423	ENSP00000297423	915	Q14159	SPIDR
ENST00000297431	ENSP00000297431	435	O43913	ORC5
ENST00000297435	ENSP00000297435	97	P12838	DEFA4
ENST00000297436	ENSP00000297436	100	Q01524	DEFA6
ENST00000297438	ENSP00000297438	505	Q9Y236	OSGIN2
ENST00000297439	ENSP00000297439	68	P60022	DEFB1
ENST00000297440	ENSP00000297440	855	Q86Y56	DNAAF5
ENST00000297459	ENSP00000297459	305	Q96NL1	TMEM74
ENST00000297468	ENSP00000297468	333	Q96CH1	GPR146
ENST00000297469	ENSP00000297469	375	Q99527	GPER1
ENST00000297477	ENSP00000297477	413	Q6ZMB5	TMEM184A
ENST00000297494	ENSP00000297494	1203	P29474	NOS3
ENST00000297498	ENSP00000297498	103	Q08648	SPAG11B
ENST00000297504	ENSP00000297504	735	Q9NUT2	ABCB8
ENST00000297508	ENSP00000297508	904	Q8IY33	MICALL2
ENST00000297524	ENSP00000297524	470	Q8TCU3	SLC7A13
ENST00000297532	ENSP00000297532	549	Q14296	FASTK
ENST00000297533	ENSP00000297533	246	Q9BVT8	TMUB1
ENST00000297534	ENSP00000297534	113	Q96HJ9	FMC1
ENST00000297537	ENSP00000297537	363	Q14549	GBX1
ENST00000297540	ENSP00000297540	394	Q9H814	PHAX
ENST00000297564	ENSP00000297564	75	P09669	COX6C
ENST00000297565	ENSP00000297565	312	Q8N2R0	OSR2
ENST00000297574	ENSP00000297574	180	Q8WXS3	BAALC
ENST00000297578	ENSP00000297578	315	Q9H2D1	SLC25A32
ENST00000297581	ENSP00000297581	470	Q9H295	DCSTAMP
ENST00000297591	ENSP00000297591	1812	Q69YN4	VIRMA
ENST00000297596	ENSP00000297596	296	P55040	GEM
ENST00000297598	ENSP00000297598	537	Q9P0J1	PDP1
ENST00000297613	ENSP00000297613	163	Q8N5L8	RPP25L
ENST00000297623	ENSP00000297623	262	Q8NCR6	C9orf24
ENST00000297632	ENSP00000297632	240	Q6PI78	TMEM65
ENST00000297661	ENSP00000297661	502	Q9NZ09	UBAP1
ENST00000297668	ENSP00000297668	1288	Q9BZ76	CNTNAP3
ENST00000297679	ENSP00000297679	369	Q9H2F3	HSD3B7
ENST00000297689	ENSP00000297689	462	Q16649	NFIL3
ENST00000297737	ENSP00000297737	229	Q9H898	ZMAT4
ENST00000297770	ENSP00000297770	437	Q8N4T0	CPA6
ENST00000297784	ENSP00000297784	760	Q8TDI8	TMC1
ENST00000297785	ENSP00000297785	501	P00352	ALDH1A1
ENST00000297788	ENSP00000297788	1154	Q96JN2	CCDC136
ENST00000297814	ENSP00000297814	1401	Q86VH2	KIF27
ENST00000297819	ENSP00000297819	244	Q8WWF3	SSMEM1
ENST00000297848	ENSP00000297848	1796	Q05707	COL14A1
ENST00000297857	ENSP00000297857	873	Q9UKY1	ZHX1
ENST00000297873	ENSP00000297873	245	Q8N6F8	METTL27
ENST00000297875	ENSP00000297875	730	Q8TDW5	SYTL5
ENST00000297894	ENSP00000417943	192	Q96D59	RNF183
ENST00000297904	ENSP00000297904	354	O43915	VEGFD
ENST00000297913	ENSP00000297913	314	Q15612	OR1Q1
ENST00000297954	ENSP00000297954	2297	Q9Y3S1	WNK2
ENST00000297977	ENSP00000297977	690	Q7Z353	HDX
ENST00000297988	ENSP00000297988	342	O14520	AQP7
ENST00000297990	ENSP00000297990	1146	Q9H6R4	NOL6
ENST00000297991	ENSP00000297991	292	Q92482	AQP3
ENST00000297994	ENSP00000297994	316	Q6PF06	TRMT10B
ENST00000298032	ENSP00000298032	872	Q5W041	ARMC3
ENST00000298048	ENSP00000298048	651	Q14680	MELK
ENST00000298050	ENSP00000298050	604	Q05D60	DEUP1
ENST00000298068	ENSP00000298068	776	Q5U5R9	HECTD2
ENST00000298085	ENSP00000298085	619	Q8WY07	SLC7A3
ENST00000298097	ENSP00000298097	555	Q7Z6M2	FBXO33
ENST00000298110	ENSP00000298110	508	Q96P66	GPR101
ENST00000298119	ENSP00000298119	719	Q96NI6	LRFN5
ENST00000298125	ENSP00000298125	400	Q96P53	WDFY2
ENST00000298130	ENSP00000298130	71	Q969W0	SPTSSA
ENST00000298139	ENSP00000298139	1432	Q14191	WRN
ENST00000298159	ENSP00000298159	166	Q9Y281	CFL2
ENST00000298181	ENSP00000298181	188	Q7RTT5	SSX7
ENST00000298198	ENSP00000298198	622	Q6PCE3	PGM2L1
ENST00000298223	ENSP00000298223	255	P14207	FOLR2
ENST00000298229	ENSP00000298229	1258	O15357	INPPL1
ENST00000298231	ENSP00000298231	284	O14813	PHOX2A
ENST00000298248	ENSP00000298248	319	Q9Y2S2	CRYL1
ENST00000298251	ENSP00000298251	416	Q14CZ8	HEPACAM
ENST00000298281	ENSP00000298281	1555	O94913	PCF11
ENST00000298282	ENSP00000298282	472	Q96KN3	PKNOX2
ENST00000298283	ENSP00000298283	214	Q96L21	RPL10L
ENST00000298288	ENSP00000298288	414	Q96L50	LRR1
ENST00000298289	ENSP00000346012	106	Q969Q0	RPL36AL
ENST00000298292	ENSP00000298292	837	Q9NVR5	DNAAF2
ENST00000298295	ENSP00000298295	212	Q9NTK1	DEPP1
ENST00000298296	ENSP00000298296	643	Q8TD91	MAGEC3
ENST00000298298	ENSP00000298298	122	Q5T742	C10orf25
ENST00000298299	ENSP00000298299	224	P17026	ZNF22
ENST00000298307	ENSP00000298307	406	Q9Y2U9	KLHDC2
ENST00000298310	ENSP00000298310	1076	O60524	NEMF
ENST00000298316	ENSP00000298316	175	P62330	ARF6
ENST00000298317	ENSP00000298317	377	Q96CM3	RPUSD4
ENST00000298351	ENSP00000298351	806	Q9P1W3	TMEM63C
ENST00000298352	ENSP00000298352	151	Q9NPG2	NGB
ENST00000298355	ENSP00000298355	710	Q9C026	TRIM9
ENST00000298375	ENSP00000298375	320	Q96JD6	AKR1E2
ENST00000298386	ENSP00000298386	754	Q8WXD0	RXFP2
ENST00000298396	ENSP00000298396	188	Q99909	SSX3
ENST00000298428	ENSP00000298428	476	Q9H9S3	SEC61A2
ENST00000298440	ENSP00000298440	337	Q96P68	OXGR1
ENST00000298466	ENSP00000298466	328	Q5JUK2	SOHLH1
ENST00000298472	ENSP00000298472	514	Q05940	SLC18A2
ENST00000298492	ENSP00000298492	415	Q15018	ABRAXAS2
ENST00000298510	ENSP00000298510	256	P30048	PRDX3
