Entry	Gene names	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Date of last modification	Version (entry)
A0A087X0M5	TRBV18	115			TRBV18		8/12/20	37
Q15631	TSN	228			TSN		8/12/20	177
P30536	TSPO BZRP MBR	169			TSPO	BZRP MBR	8/12/20	184
Q8N6N2	TTC9B	239			TTC9B		8/12/20	136
Q9H313	TTYH1	450			TTYH1		8/12/20	131
P51965	UBE2E1 UBCH6	193			UBE2E1	UBCH6	8/12/20	200
Q9BZA5	TXLNGY CYorf15A CYorf15B TXLNG2P	131			TXLNGY	CYorf15A CYorf15B TXLNG2P	8/12/20	97
P61077	UBE2D3 UBC5C UBCH5C	147			UBE2D3	UBC5C UBCH5C	8/12/20	175
Q96QD9	FYTTD1 UIF	318			FYTTD1	UIF	8/12/20	133
O60701	UGDH	494			UGDH		8/12/20	191
Q5TAP6	UTP14C KIAA0266	766			UTP14C	KIAA0266	8/12/20	126
Q5T230	UTF1	341			UTF1		8/12/20	127
Q9Y487	ATP6V0A2	856			ATP6V0A2		8/12/20	175
Q96RL7	VPS13A CHAC KIAA0986	3174			VPS13A	CHAC KIAA0986	8/12/20	165
P49754	VPS41	854			VPS41		8/12/20	175
O15240	VGF	615			VGF		8/12/20	134
Q8N1B4	VPS52 SACM2L	723			VPS52	SACM2L	8/12/20	149
P10265	ERVK-10	156			ERVK-10		8/12/20	135
Q96RU2	USP28 KIAA1515	1077			USP28	KIAA1515	8/12/20	174
O14562	UBFD1 UBPH	309			UBFD1	UBPH	8/12/20	133
P38606	ATP6V1A ATP6A1 ATP6V1A1 VPP2	617			ATP6V1A	ATP6A1 ATP6V1A1 VPP2	8/12/20	200
Q9P0L0	VAPA VAP33	249			VAPA	VAP33	8/12/20	192
O14599	BPY2 BPY2A VCY2 VCY2A; BPY2B VCY2B; BPY2C VCY2C	106	; ; 	; ; 	BPY2; BPY2B; BPY2C	BPY2A VCY2 VCY2A; VCY2B; VCY2C	8/12/20	131
Q9C0E2	XPO4 KIAA1721	1151			XPO4	KIAA1721	8/12/20	160
Q9HAV4	XPO5 KIAA1291 RANBP21	1204			XPO5	KIAA1291 RANBP21	8/12/20	164
O43592	XPOT	962			XPOT		8/12/20	171
A3KMH1	VWA8 KIAA0564	1905			VWA8	KIAA0564	8/12/20	115
P46094	XCR1 CCXCR1 GPR5	333			XCR1	CCXCR1 GPR5	8/12/20	169
O75083	WDR1	606			WDR1		8/12/20	197
Q6PP77	XKRX XKR2 XPLAC XRG2	449			XKRX	XKR2 XPLAC XRG2	8/12/20	113
Q9H0D6	XRN2	950			XRN2		8/12/20	180
Q658N2	WSCD1 KIAA0523	575			WSCD1	KIAA0523	8/12/20	114
P55808	XG PBDX	180			XG	PBDX	8/12/20	144
Q8WVS4	WDR60	1066			WDR60		8/12/20	153
Q8WWY7	WFDC12 C20orf122 WAP2 UNQ544/PRO844	111		UNQ544/PRO844	WFDC12	C20orf122 WAP2	8/12/20	136
Q9NZR4	VSX1 RINX	365			VSX1	RINX	8/12/20	169
Q96TA2	YME1L1 FTSH1 YME1L UNQ1868/PRO4304	773		UNQ1868/PRO4304	YME1L1	FTSH1 YME1L	8/12/20	179
Q9H521		79					8/12/20	84
Q14690	PDCD11 KIAA0185	1871			PDCD11	KIAA0185	8/12/20	188
P62979	RPS27A UBA80 UBCEP1	156			RPS27A	UBA80 UBCEP1	8/12/20	168
O15235	MRPS12 RPMS12 RPSM12	138			MRPS12	RPMS12 RPSM12	8/12/20	170
Q9Y6R1	SLC4A4 NBC NBC1 NBCE1	1079			SLC4A4	NBC NBC1 NBCE1	8/12/20	163
Q96N87	SLC6A18 XTRP2	628			SLC6A18	XTRP2	8/12/20	143
P82921	MRPS21 RPMS21 MDS016	87		MDS016	MRPS21	RPMS21	8/12/20	157
Q6ZMH5	SLC39A5 ZIP5	540			SLC39A5	ZIP5	8/12/20	135
P06702	S100A9 CAGB CFAG MRP14	114			S100A9	CAGB CFAG MRP14	8/12/20	225
Q8TBE7	SLC35G2 TMEM22	412			SLC35G2	TMEM22	8/12/20	123
Q9Y2H2	INPP5F KIAA0966 SAC2 MSTP007 MSTP047	1132		MSTP007 MSTP047	INPP5F	KIAA0966 SAC2	8/12/20	140
Q5T1Q4	SLC35F1 C6orf169	408			SLC35F1	C6orf169	8/12/20	112
Q86VE3	SATL1	695			SATL1		8/12/20	124
P78383	SLC35B1 UGTREL1	322			SLC35B1	UGTREL1	8/12/20	144
Q7Z769	SLC35E3 BLOV1 UNQ3043/PRO9859	313		UNQ3043/PRO9859	SLC35E3	BLOV1	8/12/20	116
Q96T51	RUFY1 RABIP4 ZFYVE12	708			RUFY1	RABIP4 ZFYVE12	8/12/20	170
O15245	SLC22A1 OCT1	554			SLC22A1	1-Oct	8/12/20	168
P48067	SLC6A9	706			SLC6A9		8/12/20	168
Q5STR5	SMIM40	79			SMIM40		8/12/20	111
Q5BJF2	TMEM97 MAC30 S2R	176			TMEM97	MAC30 S2R	8/12/20	116
Q5HYK7	SH3D19	790			SH3D19		8/12/20	134
Q9NXL6	SIDT1	827			SIDT1		8/12/20	124
Q7Z4S9	SH2D6	175			SH2D6		8/12/20	114
Q8NDZ2	SIMC1 C5orf25	872			SIMC1	C5orf25	8/12/20	129
A4FU49	SH3D21 C1orf113	640			SH3D21	C1orf113	8/12/20	112
Q11206	ST3GAL4 CGS23 NANTA3 SIAT4C STZ	333			ST3GAL4	CGS23 NANTA3 SIAT4C STZ	8/12/20	177
Q15459	SF3A1 SAP114	793			SF3A1	SAP114	8/12/20	209
Q9H7N4	SCAF1 SFRS19 SRA1	1312			SCAF1	SFRS19 SRA1	8/12/20	132
Q6P3W7	SCYL2 CVAK104 KIAA1360	929			SCYL2	CVAK104 KIAA1360	8/12/20	156
Q8IW03	SIAH3	269			SIAH3		8/12/20	125
Q86SQ7	SDCCAG8 CCCAP NPHP10 HSPC085	713		HSPC085	SDCCAG8	CCCAP NPHP10	8/12/20	147
Q99442	SEC62 TLOC1	399			SEC62	TLOC1	8/12/20	163
P21912	SDHB SDH SDH1	280			SDHB	SDH SDH1	8/12/20	227
P31431	SDC4	198			SDC4		8/12/20	205
Q9BYH1	SEZ6L KIAA0927 UNQ2542/PRO6094	1024		UNQ2542/PRO6094	SEZ6L	KIAA0927	8/12/20	164
Q8N0X7	SPART KIAA0610 SPG20 TAHCCP1	666			SPART	KIAA0610 SPG20 TAHCCP1	8/12/20	157
Q8N5J4	SPIC	248			SPIC		8/12/20	141
Q96BD8	SKA1 C18orf24	255			SKA1	C18orf24	8/12/20	138
Q13242	SRSF9 SFRS9 SRP30C	221			SRSF9	SFRS9 SRP30C	8/12/20	203
Q8ND83	SLAIN1 C13orf32	568			SLAIN1	C13orf32	8/12/20	130
Q8NHX4	SPATA3 TSARG1	192			SPATA3	TSARG1	8/12/20	115
Q6UXR4	SERPINA13P SERPINA13 UNQ6121/PRO20043	307		UNQ6121/PRO20043	SERPINA13P	SERPINA13	8/12/20	97
Q16613	AANAT SNAT	207			AANAT	SNAT	8/12/20	171
Q16181	SEPTIN7 CDC10 SEPT7	437			SEPTIN7	CDC10 SEPT7	8/12/20	193
D6RBQ6	USP17L17	530			USP17L17		8/12/20	78
P49746	THBS3 TSP3	956			THBS3	TSP3	8/12/20	187
P41732	TSPAN7 A15 DXS1692E MXS1 TM4SF2	249			TSPAN7	A15 DXS1692E MXS1 TM4SF2	8/12/20	186
P40222	TXLNA TXLN	546			TXLNA	TXLN	8/12/20	177
Q9HAW8	UGT1A10 GNT1 UGT1	530			UGT1A10	GNT1 UGT1	8/12/20	173
Q8IWX7	UNC45B CMYA4 UNC45	931			UNC45B	CMYA4 UNC45	8/12/20	150
Q5W0Q7	USPL1 C13orf22 D13S106	1092			USPL1	C13orf22 D13S106	8/12/20	122
Q9UPW8	UNC13A KIAA1032	1703			UNC13A	KIAA1032	8/12/20	167
O00124	UBXN8 D8S2298E REP8 UBXD6	270			UBXN8	D8S2298E REP8 UBXD6	8/12/20	150
P0DTE4	UGT2A1	527			UGT2A1		8/12/20	1
Q9H3U1	UNC45A SMAP1	944			UNC45A	SMAP1	8/12/20	177
Q70EL4	USP43	1123			USP43		8/12/20	128
O00507	USP9Y DFFRY	2555			USP9Y	DFFRY	8/12/20	189
P12018	VPREB1 VPREB	145			VPREB1	VPREB	8/12/20	175
O75841	UPK1B TSPAN20	260			UPK1B	TSPAN20	8/12/20	156
P63122	ERVK-8	156			ERVK-8		8/12/20	82
Q14119	VEZF1 DB1 ZNF161	521			VEZF1	DB1 ZNF161	8/12/20	181
Q9BTA9	WAC KIAA1844	647			WAC	KIAA1844	8/12/20	158
Q9NQA3	WASH6P CXYorf1 FAM39A	447			WASH6P	CXYorf1 FAM39A	8/12/20	101
Q6P2D8	XRRA1	792			XRRA1		8/12/20	135
O43379	WDR62 C19orf14	1518			WDR62	C19orf14	8/12/20	168
Q9NP79	VTA1 C6orf55 HSPC228 My012	307		HSPC228 My012	VTA1	C6orf55	8/12/20	163
Q8IW00	VSTM4 C10orf72	320			VSTM4	C10orf72	8/12/20	142
O75191	XYLB	536			XYLB		8/12/20	137
Q8IUA0	WFDC8 C20orf170 WAP8	241			WFDC8	C20orf170 WAP8	8/12/20	139
Q0VG73		95					8/12/20	58
Q9HAA7		133					8/12/20	57
O60232	ZNRD2 SSSCA1	199			ZNRD2	SSSCA1	8/12/20	162
Q3ZCT1	ZNF260 ZFP260	412			ZNF260	ZFP260	8/12/20	130
Q5JNZ3	ZNF311 ZFP31	666			ZNF311	ZFP31	8/12/20	139
P0DKX0	ZNF728	622			ZNF728		8/12/20	57
A6NP11	ZNF716	495			ZNF716		8/12/20	106
Q12836	ZP4 ZPB	540			ZP4	ZPB	8/12/20	152
Q5FWF6	ZNF789	425			ZNF789		8/12/20	142
Q96JC4	ZNF479	524			ZNF479		8/12/20	156
Q68DI1	ZNF776	518			ZNF776		8/12/20	135
Q96MP5	ZSWIM3 C20orf164	696			ZSWIM3	C20orf164	8/12/20	126
Q8N446	ZNF843	348			ZNF843		8/12/20	143
Q96AP4	ZUP1 C6orf113 ZUFSP	578			ZUP1	C6orf113 ZUFSP	8/12/20	153
O95789	ZMYM6 Buster2 KIAA1353 ZNF258	1325			ZMYM6	Buster2 KIAA1353 ZNF258	8/12/20	149
Q8NB42	ZNF527 KIAA1829	609			ZNF527	KIAA1829	8/12/20	146
Q8N5A5	ZGPAT GPATC6 GPATCH6 KIAA1847 ZC3H9 ZC3HDC9 ZIP	531			ZGPAT	GPATC6 GPATCH6 KIAA1847 ZC3H9 ZC3HDC9 ZIP	8/12/20	162
Q9ULC8	ZDHHC8 KIAA1292 ZDHHCL1 ZNF378	765			ZDHHC8	KIAA1292 ZDHHCL1 ZNF378	8/12/20	159
Q8IW36	ZNF695	515			ZNF695		8/12/20	141
Q9Y6Q3	ZFP37	630			ZFP37		8/12/20	178
Q96GR4	ZDHHC12 ZNF400 PSEC0008	267		PSEC0008	ZDHHC12	ZNF400	8/12/20	143
Q8NC26	ZNF114	417			ZNF114		8/12/20	156
Q9HCG1	ZNF160 KIAA1611	818			ZNF160	KIAA1611	8/12/20	175
Q15915	ZIC1 ZIC ZNF201	447			ZIC1	ZIC ZNF201	8/12/20	181
Q9H6T3	RPAP3	665			RPAP3		8/12/20	156
Q9UHI7	SLC23A1 SVCT1 YSPL3	598			SLC23A1	SVCT1 YSPL3	8/12/20	171
Q1EHB4	SLC5A12 SMCT2	618			SLC5A12	SMCT2	8/12/20	116
Q96ST3	SIN3A	1273			SIN3A		8/12/20	190
P04278	SHBG	402			SHBG		8/12/20	198
Q9BPZ7	MAPKAP1 MIP1 SIN1	522			MAPKAP1	MIP1 SIN1	8/12/20	166
Q8TEJ3	SH3RF3 POSH2 SH3MD4	882			SH3RF3	POSH2 SH3MD4	8/12/20	138
Q9Y6E7	SIRT4 SIR2L4	314			SIRT4	SIR2L4	8/12/20	155
Q92599	SEPTIN8 KIAA0202 SEPT8	483			SEPTIN8	KIAA0202 SEPT8	8/12/20	177
Q13530	SERINC3 DIFF33 TDE1 SBBI99	473		SBBI99	SERINC3	DIFF33 TDE1	8/12/20	167
P29353	SHC1 SHC SHCA	583			SHC1	SHC SHCA	8/12/20	237
Q8N5H7	SH2D3C NSP3 UNQ272/PRO309/PRO34088	860		UNQ272/PRO309/PRO34088	SH2D3C	NSP3	8/12/20	154
Q96KG9	SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019	808		HT019	SCYL1	CVAK90 GKLP NTKL TAPK TEIF TRAP	8/12/20	169
Q9H3T3	SEMA6B SEMAN SEMAZ UNQ1907/PRO4353	888		UNQ1907/PRO4353	SEMA6B	SEMAN SEMAZ	8/12/20	169
Q9H4L4	SENP3 SSP3 SUSP3	574			SENP3	SSP3 SUSP3	8/12/20	166
Q9NQ36	SCUBE2 CEGP1	999			SCUBE2	CEGP1	8/12/20	151
Q6X4U4	SOSTDC1 USAG1 CDA019	206		CDA019	SOSTDC1	USAG1	8/12/20	118
Q8NDV3	SMC1B SMC1L2	1235			SMC1B	SMC1L2	8/12/20	162
Q92673	SORL1 C11orf32	2214			SORL1	C11orf32	8/12/20	206
P09132	SRP19	144			SRP19		8/12/20	202
Q92959	SLCO2A1 OATP2A1 SLC21A2	643			SLCO2A1	OATP2A1 SLC21A2	8/12/20	165
P00441	SOD1	154			SOD1		8/12/20	251
Q86WD7	SERPINA9 GCET1 SERPINA11 UNQ692/PRO1337	417		UNQ692/PRO1337	SERPINA9	GCET1 SERPINA11	8/12/20	139
Q9HCB6	SPON1 KIAA0762 VSGP	807			SPON1	KIAA0762 VSGP	8/12/20	155
P35711	SOX5	763			SOX5		8/12/20	183
P30825	SLC7A1 ATRC1 ERR REC1L	629			SLC7A1	ATRC1 ERR REC1L	8/12/20	185
P48764	SLC9A3 NHE3	834			SLC9A3	NHE3	8/12/20	171
O75324	SNN	88			SNN		8/12/20	145
P35326	SPRR2A	72			SPRR2A		8/12/20	146
P63272	SUPT4H1 SPT4H SUPT4H	117			SUPT4H1	SPT4H SUPT4H	8/12/20	149
Q86Y82	STX12	276			STX12		8/12/20	167
O75093	SLIT1 KIAA0813 MEGF4 SLIL1	1534			SLIT1	KIAA0813 MEGF4 SLIL1	8/12/20	190
Q8TC36	SUN5 SPAG4L TSARG4	379			SUN5	SPAG4L TSARG4	8/12/20	138
Q9Y2K9	STXBP5L KIAA1006 LLGL4	1186			STXBP5L	KIAA1006 LLGL4	8/12/20	162
O94768	STK17B DRAK2	372			STK17B	DRAK2	8/12/20	177
Q6EEV6	SUMO4 SMT3H4	95			SUMO4	SMT3H4	8/12/20	135
P51571	SSR4 TRAPD	173			SSR4	TRAPD	8/12/20	177
Q8IX01	SUGP2 KIAA0365 SFRS14	1082			SUGP2	KIAA0365 SFRS14	8/12/20	152
Q86WV6	STING1 ERIS MITA TMEM173	379			STING1	ERIS MITA TMEM173	8/12/20	145
Q96PV0	SYNGAP1 KIAA1938	1343			SYNGAP1	KIAA1938	8/12/20	169
Q9NSE4	IARS2	1012			IARS2		8/12/20	164
Q5JRV8	TMEM255A FAM70A	349			TMEM255A	FAM70A	8/12/20	109
Q9HAU6	TPT1P8 FKSG2	139		FKSG2	TPT1P8		8/12/20	93
P10636	MAPT MAPTL MTBT1 TAU	758			MAPT	MAPTL MTBT1 TAU	8/12/20	267
Q9NU19	TBC1D22B C6orf197	505			TBC1D22B	C6orf197	8/12/20	152
Q9BZK7	TBL1XR1 IRA1 TBLR1	514			TBL1XR1	IRA1 TBLR1	8/12/20	184
Q9Y4P3	TBL2 WBSCR13 UNQ563/PRO1125	447		UNQ563/PRO1125	TBL2	WBSCR13	8/12/20	164
Q9Y3Q8	TSC22D4 THG1 TILZ2	395			TSC22D4	THG1 TILZ2	8/12/20	176
Q9UL54	TAOK2 KIAA0881 MAP3K17 PSK PSK1 UNQ2971/PRO7431	1235		UNQ2971/PRO7431	TAOK2	KIAA0881 MAP3K17 PSK PSK1	8/12/20	178
Q3MII6	TBC1D25 OATL1	688			TBC1D25	OATL1	8/12/20	119
Q5QJ74	TBCEL LRRC35	424			TBCEL	LRRC35	8/12/20	125
Q9BQ70	TCF25 KIAA1049 NULP1 FKSG26	676		FKSG26	TCF25	KIAA1049 NULP1	8/12/20	155
Q9UL49	TCFL5 CHA E2BP1	500			TCFL5	CHA E2BP1	8/12/20	158
Q8IYN2	TCEAL8	117			TCEAL8		8/12/20	124
Q9H2K8	TAOK3 DPK JIK KDS MAP3K18	898			TAOK3	DPK JIK KDS MAP3K18	8/12/20	169
O15164	TRIM24 RNF82 TIF1 TIF1A	1050			TRIM24	RNF82 TIF1 TIF1A	8/12/20	209
Q92748	THRSP	146			THRSP		8/12/20	142
Q9BXQ6	TMEM121B CECR6	578			TMEM121B	CECR6	8/12/20	119
O43680	TCF21 BHLHA23 POD1	179			TCF21	BHLHA23 POD1	8/12/20	166
Q6ZNR0	TMEM91	172			TMEM91		8/12/20	117
P62072	TIMM10 TIM10	90			TIMM10	TIM10	8/12/20	148
P68363	TUBA1B	451			TUBA1B		8/12/20	173
Q9NPL8	TIMMDC1 C3orf1 UNQ247/PRO284	285		UNQ247/PRO284	TIMMDC1	C3orf1	8/12/20	135
P10599	TXN TRDX TRX TRX1	105			TXN	TRDX TRX TRX1	8/12/20	233
P17152	TMEM11 C17orf35 PM1	192			TMEM11	C17orf35 PM1	8/12/20	167
Q86V81	ALYREF ALY BEF THOC4	257			ALYREF	ALY BEF THOC4	8/12/20	181
Q13445	TMED1 IL1RL1L IL1RL1LG	227			TMED1	IL1RL1L IL1RL1LG	8/12/20	150
P47974	ZFP36L2 BRF2 ERF2 RNF162C TIS11D	494			ZFP36L2	BRF2 ERF2 RNF162C TIS11D	8/12/20	184
Q8WZ71	TMEM158 HBBP RIS1	300			TMEM158	HBBP RIS1	8/12/20	109
A6NML5	TMEM212	194			TMEM212		8/12/20	85
Q5T292	TMEM273 C10orf128	105			TMEM273	C10orf128	8/12/20	102
Q9BSN7	TMEM204 C16orf30 CLP24 UNQ6509/PRO21434	226		UNQ6509/PRO21434	TMEM204	C16orf30 CLP24	8/12/20	127
Q7Z403	TMC6 EVER1 EVIN1	805			TMC6	EVER1 EVIN1	8/12/20	142
Q8WW34	TMEM239	195			TMEM239		8/12/20	115
Q5W0B7	TMEM236 FAM23A FAM23B	351			TMEM236	FAM23A FAM23B	8/12/20	117
Q6ZTW0	TPGS1 C19orf20	290			TPGS1	C19orf20	8/12/20	119
A0A5B9	TRBC2 TCRBC2	178			TRBC2	TCRBC2	8/12/20	98
O15344	MID1 FXY RNF59 TRIM18 XPRF	667			MID1	FXY RNF59 TRIM18 XPRF	8/12/20	211
O60704	TPST2	377			TPST2		8/12/20	170
Q9UPQ4	TRIM35 HLS5 KIAA1098	493			TRIM35	HLS5 KIAA1098	8/12/20	164
Q8TDI8	TMC1	760			TMC1		8/12/20	139
Q96B49	TOMM6 OBTP TOM6	74			TOMM6	OBTP TOM6	8/12/20	114
O94900	TOX KIAA0808	526			TOX	KIAA0808	8/12/20	142
Q5EBN2	TRIM61 RNF35	209			TRIM61	RNF35	8/12/20	122
A0A087WSZ9	TRAV30	112			TRAV30		8/12/20	34
A0A0B4J244	TRAV3	114			TRAV3		8/12/20	31
Q6AZZ1	TRIM68 GC109 RNF137 SS56	485			TRIM68	GC109 RNF137 SS56	8/12/20	153
P0C672	TSPAN19	248			TSPAN19		8/12/20	90
Q15029	EFTUD2 KIAA0031 SNRP116	972			EFTUD2	KIAA0031 SNRP116	8/12/20	226
A0A0K0K1D8	TRBV6-1	114			TRBV6-1		8/12/20	38
Q9NNX1	TUFT1	390			TUFT1		8/12/20	154
A0A0K0K1G6	TRBV10-3	114			TRBV10-3		8/12/20	35
A0A0K0K1C0	TRBV11-1	115			TRBV11-1		8/12/20	40
A0A075B6T6	TRAV12-2	113			TRAV12-2		8/12/20	39
Q01081	U2AF1 U2AF35 U2AFBP FP793	240		FP793	U2AF1	U2AF35 U2AFBP	8/12/20	226
P83876	TXNL4A DIM1 TXNL4	142			TXNL4A	DIM1 TXNL4	8/12/20	162
O43396	TXNL1 TRP32 TXL TXNL	289			TXNL1	TRP32 TXL TXNL	8/12/20	189
P49427	CDC34 UBCH3 UBE2R1	236			CDC34	UBCH3 UBE2R1	8/12/20	190
Q712K3	UBE2R2 CDC34B UBC3B	238			UBE2R2	CDC34B UBC3B	8/12/20	151
Q9NQA5	TRPV5 ECAC1	729			TRPV5	ECAC1	8/12/20	171
Q9BZL1	UBL5	73			UBL5		8/12/20	141
P07911	UMOD	640			UMOD		8/12/20	200
Q9Y2K6	USP20 KIAA1003 LSFR3A VDU2	914			USP20	KIAA1003 LSFR3A VDU2	8/12/20	185
Q9C0B0	UNK KIAA1753 ZC3H5 ZC3HDC5	810			UNK	KIAA1753 ZC3H5 ZC3HDC5	8/12/20	155
P22310	UGT1A4 GNT1 UGT1	534			UGT1A4	GNT1 UGT1	8/12/20	201
Q9BZM5	ULBP2 N2DL2 RAET1H UNQ463/PRO791	246		UNQ463/PRO791	ULBP2	N2DL2 RAET1H	8/12/20	153
Q8IYT8	ULK2 KIAA0623	1036			ULK2	KIAA0623	8/12/20	173
Q969E3	UCN3 SPC	161			UCN3	SPC	8/12/20	133
Q16763	UBE2S E2EPF OK/SW-cl.73	222		OK/SW-cl.73	UBE2S	E2EPF	8/12/20	191
Q8N806	UBR7 C14orf130	425			UBR7	C14orf130	8/12/20	151
Q9UPU5	USP24 KIAA1057	2620			USP24	KIAA1057	8/12/20	180
Q86VN1	VPS36 C13orf9 EAP45 CGI-145	386		CGI-145	VPS36	C13orf9 EAP45	8/12/20	161
Q70EK9	USP51	711			USP51		8/12/20	145
Q6UXI7	VIT UNQ647/PRO1277	678		UNQ647/PRO1277	VIT		8/12/20	116
Q9P2U8	SLC17A6 DNPI VGLUT2	582			SLC17A6	DNPI VGLUT2	8/12/20	147
P09327	VIL1 VIL	827			VIL1	VIL	8/12/20	197
P35968	KDR FLK1 VEGFR2	1356			KDR	FLK1 VEGFR2	8/12/20	226
O00534	VWA5A BCSC1 LOH11CR2A	786			VWA5A	BCSC1 LOH11CR2A	8/12/20	146
Q08AM6	VAC14 TAX1BP2 TRX	782			VAC14	TAX1BP2 TRX	8/12/20	134
Q9NYH9	UTP6 C17orf40 HCA66 MHAT	597			UTP6	C17orf40 HCA66 MHAT	8/12/20	159
Q8IWA0	WDR75 UTP17	830			WDR75	UTP17	8/12/20	171
Q5TIE3	VWA5B1	1220			VWA5B1		8/12/20	107
Q9H322	VCX2 VCX2R VCXB	139			VCX2	VCX2R VCXB	8/12/20	107
O75379	VAMP4	141			VAMP4		8/12/20	184
O75717	WDHD1 AND1	1129			WDHD1	AND1	8/12/20	188
P30291	WEE1	646			WEE1		8/12/20	210
P49223	SPINT3	89			SPINT3		8/12/20	146
A6NJY1	SLC9B1P1	282			SLC9B1P1		8/12/20	69
Q9HAU4	SMURF2	748			SMURF2		8/12/20	197
O94813	SLIT2 SLIL3	1529			SLIT2	SLIL3	8/12/20	201
O60264	SMARCA5 SNF2H WCRF135	1052			SMARCA5	SNF2H WCRF135	8/12/20	200
A6NEL2	SOWAHB ANKRD56	793			SOWAHB	ANKRD56	8/12/20	106
O00186	STXBP3	592			STXBP3		8/12/20	173
Q9Y2M2	SSUH2 C3orf32 FLS485	353		FLS485	SSUH2	C3orf32	8/12/20	132
Q99469	STAC STAC1	402			STAC	STAC1	8/12/20	169
Q9ULZ2	STAP1 BRDG1	295			STAP1	BRDG1	8/12/20	157
Q8N2H4	SYS1 C20orf169	156			SYS1	C20orf169	8/12/20	137
Q04206	RELA NFKB3	551			RELA	NFKB3	8/12/20	240
Q9HCS4	TCF7L1 TCF3	588			TCF7L1	TCF3	8/12/20	159
P07437	TUBB TUBB5 OK/SW-cl.56	444		OK/SW-cl.56	TUBB	TUBB5	8/12/20	233
Q9NZI6	TFCP2L1 CRTR1 LBP9	479			TFCP2L1	CRTR1 LBP9	8/12/20	142
Q8WWU5	TCP11	503			TCP11		8/12/20	120
Q3YBM2	TMEM176B LR8	270			TMEM176B	LR8	8/12/20	113
Q9H147	DNTTIP1 C20orf167 TDIF1	329			DNTTIP1	C20orf167 TDIF1	8/12/20	147
P20061	TCN1 TC1	433			TCN1	TC1	8/12/20	178
Q8IZJ6	TDH SDR14E1P	230			TDH	SDR14E1P	8/12/20	96
P57082	TBX4	545			TBX4		8/12/20	170
Q15543	TAF13 TAF2K TAFII18	124			TAF13	TAF2K TAFII18	8/12/20	181
Q9Y6L7	TLL2 KIAA0932	1015			TLL2	KIAA0932	8/12/20	162
Q9BQ16	SPOCK3 TICN3 UNQ409/PRO771	436		UNQ409/PRO771	SPOCK3	TICN3	8/12/20	174
Q08117	TLE5 AES GRG GRG5	197			TLE5	AES GRG GRG5	8/12/20	188
Q8WWA1	TMEM40	233			TMEM40		8/12/20	116
Q96MH6	TMEM68	324			TMEM68		8/12/20	126
Q8N6L7	TMEM252 C9orf71	170			TMEM252	C9orf71	8/12/20	112
Q8TC26	TMEM163	289			TMEM163		8/12/20	116
Q9Y2S6	TMA7 CCDC72 HSPC016 HSPC330	64		HSPC016 HSPC330	TMA7	CCDC72	8/12/20	137
Q5SWH9	TMEM69 C1orf154 HSPC229	247		HSPC229	TMEM69	C1orf154	8/12/20	108
Q8N7C4	TMEM217 C6orf128	229			TMEM217	C6orf128	8/12/20	122
Q5VZI3	TMEM268 C9orf91	342			TMEM268	C9orf91	8/12/20	116
O15455	TLR3	904			TLR3		8/12/20	202
Q6QAJ8	TMEM220	160			TMEM220		8/12/20	108
Q9P2C4	TMEM181 GPR178 KIAA1423	612			TMEM181	GPR178 KIAA1423	8/12/20	120
Q96AQ2	TMEM125	219			TMEM125		8/12/20	111
Q13595	TRA2A	282			TRA2A		8/12/20	192
Q5T2D2	TREML2 C6orf76 TLT2 UNQ6268/PRO20473	321		UNQ6268/PRO20473	TREML2	C6orf76 TLT2	8/12/20	134
P17752	TPH1 TPH TPRH TRPH	444			TPH1	TPH TPRH TRPH	8/12/20	196
A0JD37	TRDV3 hDV103S1	113			TRDV3	hDV103S1	8/12/20	99
O43280	TREH TREA	583			TREH	TREA	8/12/20	165
Q8N2E6	TOR2A HEMBA1005096 PSEC0218	242		HEMBA1005096 PSEC0218	TOR2A		8/12/20	125
Q9UET6	FTSJ1 JM23	329		JM23	FTSJ1		8/12/20	175
Q02880	TOP2B	1626			TOP2B		8/12/20	221
O15016	TRIM66 C11orf29 KIAA0298	1216			TRIM66	C11orf29 KIAA0298	8/12/20	153
A0A0B4J271	TRAV12-3	114			TRAV12-3		8/12/20	36
Q6ZMU5	TRIM72 MG53	477			TRIM72	MG53	8/12/20	144
P0DPF4	TRAV35	110			TRAV35		8/12/20	12
A0A0B4J249	TRAV5	113			TRAV5		8/12/20	32
A0A5A6	TRBV11-3 TCRBV21S2A2	115			TRBV11-3	TCRBV21S2A2	8/12/20	71
Q6UWH6	TEX261 UNQ1882/PRO4325	196		UNQ1882/PRO4325	TEX261		8/12/20	107
P10074	ZBTB48 HKR3 TZAP ZNF855	688			ZBTB48	HKR3 TZAP ZNF855	8/12/20	205
O60294	LCMT2 KIAA0547 TYW4	686			LCMT2	KIAA0547 TYW4	8/12/20	157
C9JLJ4	USP17L13	530			USP17L13		8/12/20	82
Q86VQ6	TXNRD3 TGR TRXR3	643			TXNRD3	TGR TRXR3	8/12/20	163
Q6PF05	TTC23L	361			TTC23L		8/12/20	130
O95551	TDP2 EAP2 TTRAP AD-022	362		AD-022	TDP2	EAP2 TTRAP	8/12/20	163
P61081	UBE2M UBC12	183			UBE2M	UBC12	8/12/20	168
